,Verse,Meter,char_count
118632,where science only feigns to dwell,iambic,6
60648,the coach was order'd in they step,iambic,6
170264,still stranger much that when at length mankind,iambic,6
140947,nor by trim steps hand gently down,iambic,6
53321,a greenland night we might attend,iambic,6
119478,for o amid each pang my bosom knows,iambic,6
183534,with friendship guarded and with virtue grac'd,iambic,6
175954,seek a new heaven upon thy breast,iambic,6
43656,and thou thyself o'er ev'ry country sown,iambic,6
175314,and shall return it with neglect,iambic,6
77149,unless it suits with my own humour too,iambic,6
92811,scarce can the tortur'd mind the thought sustain,iambic,6
54121,and force defeated make them slaves by fraud,iambic,6
39874,in pure goodmanners scorch'd to death,iambic,6
125314,yea by thy sympathy unseen shall feel,iambic,6
85146,and live in short like courtly friends,iambic,6
91136,that little birdies chirp and sing,iambic,6
114664,three girls preceded all by time endear'd,iambic,6
119653,this bleeding heart this trembling hand to thine,iambic,6
56376,and let them ken if goud's their pride,iambic,6
118906,should rank with thee thou scum of earth,iambic,6
191607,can sound the slow knell echo to the note,iambic,6
170122,no sound of hammer or of saw was there,iambic,6
116870,and the last night which shou'd have brought me rest,iambic,6
82944,they plac'd respectfully before the king,iambic,6
109486,in happy chains our daring language bound,iambic,6
7995,as if the summer's labour past she chose,iambic,6
194023,her sacred domes involv'd in rolling fire,iambic,6
183416,and where our wants have end our love begins,iambic,6
159127,which set the living firmament on fire,iambic,6
98898,and haunt me in my midnight walk,iambic,6
19687,can hopes of heav'n bright prospects of an hour,iambic,6
161346,that glads the ploughman's sunday morning's round,iambic,6
64701,and sweep their lofty strings those awful strings,iambic,6
49674,at least with men of florio's breeding,iambic,6
104819,sunk down with sickness faint and wan,iambic,6
5039,now in the milder garb of ridicule,iambic,6
184485,in thrill'd remembrance of the vanish'd hours,iambic,6
57507,to thy pale and trembling bride,iambic,6
76072,in their warm bosom fed the mountains these,iambic,6
140352,the dusky myriads crowd the sultry plain,iambic,6
143588,to build our house e'er i in peace retire,iambic,6
194764,shall glut my rage and dye the wood,iambic,6
193827,when frosts have whiten'd all the naked groves,iambic,6
62774,hope things may mend in flanders,iambic,6
96410,and lull'd thy slumbers with an airy song,iambic,6
8481,nor can my radiant angel question mine,iambic,6
15613,sure at his birth things not unknown of old,iambic,6
53409,and stamps his pray'rs for once sincere,iambic,6
100388,joys which alone from thy fair laws arise,iambic,6
138156,and sure 'tis this is keeney'd burney's fort,iambic,6
92984,where niggard nature ne'er unlocks,iambic,6
180559,whose worth deserves thy own immortal verse,iambic,6
35731,arise o lord and hear thy people's call,iambic,6
129627,then all my pains one moment overpaid,iambic,6
6587,bin all professions time and pains give skill,iambic,6
22852,trampled by fiery coursers horror thus,iambic,6
80832,who after all their services preferr'd,iambic,6
25570,that lord was pleas'd this holiday to make,iambic,6
5695,when least adorn'd another steals our hearts,iambic,6
38205,alive and with my lord and you,iambic,6
93064,and grasps the flaming bolt of sacred fire,iambic,6
84178,the seeds of peace and mark her for their prey,iambic,6
183087,by keen yet decent satire skill'd to please,iambic,6
154138,blame not thy clime nor chide the distant sun,iambic,6
180523,and is himself that torment which he flies,iambic,6
170899,that in a few short moments i retrace,iambic,6
157587,for her the black assassin draws his sword,iambic,6
67704,hail independence by true reason taught,iambic,6
14035,but how shall i attempt such arduous string,iambic,6
120717,trifles for solid worth by most pursu'd,iambic,6
14224,why auhors all this scrawl and scribbling sore,iambic,6
122568,what healing virtue swells the tender veins,iambic,6
67848,but so are twenty faces,iambic,6
102230,sollicits heav'n to add the other score,iambic,6
10080,or when did e'er the generous steed,iambic,6
73118,and the dark den where once his empire stood,iambic,6
107211,bidding mankind believe what you have taught,iambic,6
163637,the varied scene of quickcompounded thought,iambic,6
103039,you would be happy and secure it here,iambic,6
70172,like temper'd harmony of light and shade,iambic,6
37631,a'd tell ye where but i think shame,iambic,6
132685,from fair to fair i vow'd to range,iambic,6
13229,and rise triumphant in the fatal breach,iambic,6
25093,surrounded with the engines of his fate,iambic,6
190777,for what must sal or poet sue,iambic,6
128385,in pelting at each other's brains,iambic,6
143413,angelic tones that shed with magic power,iambic,6
72211,suppress suppress thy grief my child,iambic,6
51976,speaks awful answers from the mystic cloud,iambic,6
75667,are set apart for souls refin'd as thine,iambic,6
1425,the frame is wove of slender thread,iambic,6
160244,and nurses folly's children as her own,iambic,6
2279,thou'lt fare no better than thou didst before,iambic,6
156666,the soul's high price and sworn it to the wise,iambic,6
156145,such monstrous heights from instinct and from pride,iambic,6
18387,how often his persuasive tongue,iambic,6
67435,and live but in the motion of my eye,iambic,6
41325,as streams roll down enlarging as they flow,iambic,6
23298,nor cooling herb nor healing balm supply,iambic,6
62247,and him as deeply who abhors it not,iambic,6
83291,and give these foes a dreadful end,iambic,6
85896,stood the stern frown of supercilious brows,iambic,6
171781,highminded foaming out their own disgrace,iambic,6
185224,him jove accosts in reverend semblaunce dight,iambic,6
70996,while louder surges swell'd my rapid flood,iambic,6
1272,knows too that health the path shall tread,iambic,6
77644,but man who knows no good unmix'd and pure,iambic,6
84561,or voice of brutes in ev'ry den,iambic,6
189729,see motly life in modern trappings dress'd,iambic,6
29809,so sweetly grac'd the vernal scene,iambic,6
198802,mad in pursuit and in possession so,iambic,6
139351,whatever cares the heart can fret,iambic,6
33113,peace to his shade each dog must have his day,iambic,6
78486,to catch the rosebud newly blown,iambic,6
190457,and little care for queens and kings,iambic,6
27974,where airy dmons dance the wanton round,iambic,6
21975,imparts from bounteous womb annual recruits,iambic,6
73908,sweep o'er th' ensanguin'd plains of agincourt,iambic,6
85345,pride disappointed pride now stops her breath,iambic,6
160281,in still approaching circles still remote,iambic,6
197481,clouds and eclipses stain both moon and sun,iambic,6
189609,labyrinths which ever wind,iambic,6
4105,who only for the naked back provide,iambic,6
83063,to the slow tortures which they knew their tyrant,iambic,6
63405,strength wisdom virtue mighty jove are thine,iambic,6
67461,a father of the poor a friend to all,iambic,6
184871,sweet fancy smil'd and wav'd her mystic rod,iambic,6
144006,till lordly man born to imperial sway,iambic,6
198729,weeds among weeds or flowers with flowers gatherd,iambic,6
53545,cannot attempt it e'en in rhime,iambic,6
116321,and her fond husband had resign'd her up,iambic,6
100044,to comfort and to aid,iambic,6
60022,the busy bees to blooming fields repair,iambic,6
910,you nature's early birth explore,iambic,6
177467,of varied hues the lively coral here,iambic,6
167652,of wrath obnoxious god may chuse his mark,iambic,6
108450,delays yet is impatient to be gone,iambic,6
73301,that shade which shall your kind protection gain,iambic,6
119213,for his lost child it flows for me he weeps,iambic,6
11994,and know no grudge though lesser ones get more,iambic,6
151130,there let them ever unreguarded lye,iambic,6
173846,by public hacknies in the schooling trade,iambic,6
189547,swell the rustic's ample throat,iambic,6
46178,great honours and estates my sire possess'd,iambic,6
109538,flow swiftly thames and flowing still proclaim,iambic,6
177026,o no for ever shun her tempting skies,iambic,6
181413,e'er yet her hero was disgrac't,iambic,6
47178,why heaven not she must have the praise of this,iambic,6
40140,a heart within whose sacred cell,iambic,6
79989,celestial fires descending on my breast,iambic,6
137124,forego a court's alluring pale,iambic,6
108598,no painful selfreproach hast thou to feel,iambic,6
68116,whene'er we leave the circled green,iambic,6
144515,first rob before they stop complaint,iambic,6
160834,look back astonish'd on the ways of men,iambic,6
20509,whose slimy waters to its arches clung,iambic,6
44419,as son as father husband brother friend,iambic,6
176642,immortalize achilles' praise,iambic,6
142555,but when i view the radiant queen,iambic,6
63563,while cloud to cloud returns the dreadful hymn,iambic,6
23676,such is that awful that tremendous day,iambic,6
80585,and set their wit at work to find,iambic,6
8549,as when two scales which equal loads suspend,iambic,6
142658,beguiling time with am'rous talk,iambic,6
713,which bring not numbers to thy nicer ear,iambic,6
130472,madly i leagu'd against that sacred earth,iambic,6
160251,satan instructed o'er their morals smiles,iambic,6
128017,by man himself embroil'd the dire debate,iambic,6
48486,to either india see the merchant fly,iambic,6
87274,and in my verse entuneth so fetisely,iambic,6
42838,at helluo's board where smokes th' eternal treat,iambic,6
57408,no thunders shook with deep intestine sound,iambic,6
128916,no wrangler destitute of shame and sense,iambic,6
7740,her tenderest tear is but her noblest praise,iambic,6
196076,no system this of deep devotion,iambic,6
138694,by force if not by parts,iambic,6
154806,an artist at creating selfalarms,iambic,6
121160,is mystic still reveal your doubting thought,iambic,6
150705,which by his sorceries he soon brought to pass,iambic,6
33011,and in luxurious sorrow prompt the tear,iambic,6
171410,with sounding whip and rowels dyed in blood,iambic,6
160031,as dares to deem one universe too small,iambic,6
136099,within the magic circle of the eye,iambic,6
154824,long life might lapse age unperceived come on,iambic,6
2715,a tempest that shall shake her own creation,iambic,6
123140,and shed their flow'rs along the rugged way,iambic,6
80791,but what a few dim lamps expiring had,iambic,6
197809,be where you list your charter is so strong,iambic,6
45304,which damsel fond had drawn from houshold toils,iambic,6
49093,but come my friend inform me in return,iambic,6
199076,do i not think on thee when i forgot,iambic,6
78099,sylvius they want for him they search they call,iambic,6
147436,'twas when he sought thy mother at carel fair,iambic,6
113829,so the dark souls consin'd to endless night,iambic,6
187615,consult resolve and act as you decree,iambic,6
105533,its horror shall no more belong,iambic,6
54323,into his straw and till the morning sleeps,iambic,6
156879,our infidels are satan's hypocrites,iambic,6
108960,lost in the reflux of the watry walls,iambic,6
110671,the deepest waves and fiercest wind that blows,iambic,6
31750,can long abuse a fond unthinking maid,iambic,6
54389,of that which they would perish to obtain,iambic,6
114740,and while they run his humble walls about,iambic,6
97799,though quench'd in night,iambic,6
182099,then let good heav'n withhold or grant success,iambic,6
171771,so fares thy church but how thy church may fare,iambic,6
186543,is aggravation of offence,iambic,6
129473,phoebus himself shall leave th' aonian grove,iambic,6
