Verse, Meter
The sun splashed yellow all around, pyrrhic
young lovers kissed outside the town, pyrrhic
beneath the copse of trees, pyrrhic
The rumble of a summer storm, pyrrhic
disguised the din of truth forlorn, pyrrhic
as thousands marched this summer day, pyrrhic
our nations sons in blue and gray, pyrrhic
like bees of spring they swarmed, pyrrhic
But not for life and not for play, pyrrhic
instead a pyrrhic death ballet , pyrrhic
the worst that man performs, pyrrhic
The orchard where they struck was shattered, pyrrhic
both limb of man and tree were scattered, pyrrhic
the rubble of their hate was strewn, pyrrhic
where once a fruit of peace was grown , pyrrhic
blood and life was splattered, pyrrhic
But in these fields a seed was sewn, pyrrhic
and grows to bear a truth thats known, pyrrhic
nourishing what matters, pyrrhic
The tears that drip like autumn leaves, pyrrhic
shed for the dead and those they freed, pyrrhic
are buried by first winters fall, pyrrhic
and mourned by coyotes lonely call, pyrrhic
now joined by mothers pleas, pyrrhic
While there a girl with tattered shawl, pyrrhic
sobs for her love lost in the brawl, pyrrhic
beneath the copse of trees , pyrrhic
On a dark and stormy, pyrrhic
night in Salem , pyrrhic
into the Beanery , pyrrhic
they stalk , pyrrhic
like heroes of , pyrrhic
the Trojan war , pyrrhic
in gravid stillness, pyrrhic
they sit, pyrrhic
calm polite , pyrrhic
proper distant , pyrrhic
Who is dreaming , pyrrhic
whom today I wonder , pyrrhic
They read aloud about the theater , pyrrhic
a ritual only death can halt, pyrrhic
if death has the temerity to try , pyrrhic
Arrows of contention are caught , pyrrhic
deftly on thick shields , pyrrhic
The thrust and parry , pyrrhic
of old soldiers , pyrrhic
is a joy to see , pyrrhic
Then out of nowhere he says , pyrrhic
Mitera Ive had enough , pyrrhic
of this You win , pyrrhic
Tears channel her arctic cheeks , pyrrhic
She says How dare you catapult , pyrrhic
a burning cow onto my , pyrrhic
one straw roof youyou tartuffel , pyrrhic
At the strike of uffel , pyrrhic
upon his shield heads turn , pyrrhic
As she lies helpless as , pyrrhic
a fig in hummus he says , pyrrhic
My wooden horse has burned , pyrrhic
My crews sailed away , pyrrhic
to join old wives , pyrrhic
This wars gone on , pyrrhic
for too long Mitera , pyrrhic
She interrupts, pyrrhic
This isnt war Uhl , pyrrhic
its love , pyrrhic
The devil take love then , pyrrhic
he says I want to be like , pyrrhic
Schliemann and bring light , pyrrhic
to my buried Troy , pyrrhic
That violates the , pyrrhic
agreement we signed, pyrrhic
in blood Uhl she cries, pyrrhic
Will my peerless person , pyrrhic
perish without your proper , pyrrhic
Pyrrhic persiflage , pyrrhic
Oh all the vats of pitch Ive , pyrrhic
stored to heat and heave , pyrrhic
at your bald battered bean, pyrrhic
Ill never have a chance to use , pyrrhic
Bald and batter me no beans , pyrrhic
he roars Back to the kitchen , pyrrhic
woman Ill never , pyrrhic
forgive you for this , pyrrhic
The rooms agog , pyrrhic
Live drama so enriches , pyrrhic
our uneventful lives , pyrrhic
We wait for his reply , pyrrhic
With helmet dented by , pyrrhic
recriminations , pyrrhic
he hobbles to the door , pyrrhic
Pausing to breathe in , pyrrhic
the night refulgent , pyrrhic
with the reek of romance , pyrrhic
His liquid voice finds , pyrrhic
her burning ears , pyrrhic
for the last time , pyrrhic
He borrows from the great , pyrrhic
turnip nose himself , pyrrhic
Farewell my little chickadee , pyrrhic
you cant cheat an honest man , pyrrhic
forever She laughs and says , pyrrhic
Ill see you later at , pyrrhic
Bentleys you old has been , pyrrhic
I thought youd find , pyrrhic
a better exit , pyrrhic
line than that , pyrrhic
A fart in the face isnt , pyrrhic
quite what I expected , pyrrhic
from the great Ulysses , pyrrhic
The room exhales, pyrrhic
Have we been conned we wonder , pyrrhic
I groan So thats what a , pyrrhic
marriage of old thespians is like , pyrrhic
Perpetual improvisation, pyrrhic
Yoicks, pyrrhic
When you get to the kings palace, pyrrhic
My brother, pyrrhic
Whenever you get the chance to sit and dine with the king, pyrrhic
Do not raise your shoulders so high, pyrrhic
So high above the level of your head, pyrrhic
Do not ask him for too many favors, pyrrhic
Do not stir up old quarrels, pyrrhic
Never should you reflect upon the past bone of contention, pyrrhic
Remember all those who helped you, pyrrhic
Those who introduced you to the king, pyrrhic
And his cohorts, pyrrhic
Do not eat hastily, pyrrhic
Nor drink noisily, pyrrhic
In the presence of the princes, pyrrhic
Uphold your beautiful courageous character, pyrrhic
Do not deflower the young princess there, pyrrhic
Do not stand or leave the presence of the king, pyrrhic
With crumpled shirts or an unkempt bowtie, pyrrhic
Many lives have been lost before you gained acceptance, pyrrhic
And recognition to stay in that glamorous palace, pyrrhic
It sounds though like Pyrrhic victory in my ears, pyrrhic
Our gains do not outweigh our losses, pyrrhic
May we sing the glad song of Moses, pyrrhic
I shall be consoled by the long stretch, pyrrhic
Of the dotted semibreve, pyrrhic
Twas a dark knight , pyrrhic
whence there came a pawn the hushed crowded movie house, pyrrhic
A phantom of horror sprung out of the rookery that wrought deadly havoc, pyrrhic
Renting asunder innocent audience members, pyrrhic
Anticipating Batman annihilate evil within Manichean eternal duel, pyrrhic
Extant within imaginary world of Gotham portrayed on the silver screen, pyrrhic
When out of the black curtained theater tear gas canisters got hurled pell mell, pyrrhic
Accompanied by a fusillade of heavy machine gun fire, pyrrhic
Sheering many lives , pyrrhic
Many in the prime ascent sans parabola of adulthood, pyrrhic
The youngest a sixyearold girl transformed into an ashen colored corpse, pyrrhic
Which death yet revealed to her young mother, pyrrhic
Critically wounded and clamoring for said daughter, pyrrhic
While teetering on the brink of mortality, pyrrhic
Oblivious to stricken offspring, pyrrhic
While family friends relatives and anonymous prayers , pyrrhic
And this heartfelt genuine communiqu, pyrrhic
From me  a self styled nonestablishmentarian , pyrrhic
Gungho to invoke a mandate that high powered firearms, pyrrhic
Must be much less accessible , pyrrhic
Ie bulletproof laws need implementation pronto, pyrrhic
So inhabitants of these United States do not fear for their lives, pyrrhic
Nor feel akin to a potential prey sighted in the crosshairs , pyrrhic
Wantonly gunned down from some grinning joker, pyrrhic
Slaking glee from mass killing as to appease unquenchable thirst, pyrrhic
To avenge some psychotic nemesis gloating to slay, pyrrhic
With a vengeance and contrived vendetta, pyrrhic
Promulgating pandemonium and grisly bloody aftermath, pyrrhic
Yet despite such horrific heinous atrocity, pyrrhic
Bravery and sacrifice witnessed and extolled , pyrrhic
From heroic instinctual motive to offer themselves as human shield, pyrrhic
So that carnage less devastating than toll on madmans hit list, pyrrhic
Now in solitary confinement and even if executed , pyrrhic
Would be a Pyrrhic salve to those forever deprived of loved ones, pyrrhic
Burning with an eternal sorrow no matter , pyrrhic
Generosity of cyber sympathizers across World Wide Web , pyrrhic
Plus the president of these United States, pyrrhic
Reach out showering kindness analogous to Borealis raiment , pyrrhic
As you flee behind you hear, pyrrhic
Your hate filled screaming foes, pyrrhic
Pillaging and burning, pyrrhic
Their tutored hatred beyond reason, pyrrhic
For no reason, pyrrhic
Loudspeakers hastily erected amongst the rubble, pyrrhic
Play a dirge of victory, pyrrhic
As they hold a pyrrhic parade, pyrrhic
As you flee to who knows where, pyrrhic
North south east or west , pyrrhic
Dont know Dont care, pyrrhic
Just away, pyrrhic
Unknown lands ahead, pyrrhic
There be monsters, pyrrhic
You only hope youve left them behind, pyrrhic
As you flee you see the broken crowds, pyrrhic
A caravan of the barely living, pyrrhic
Some men and children in uniforms, pyrrhic
Now just costumes, pyrrhic
Clutch their weapons that failed them, pyrrhic
The debris of war litter the poisoned earth, pyrrhic
Twisted metal entomb twisted flesh, pyrrhic
Broken souls pass by, pyrrhic
Your town is gone, pyrrhic
Your home is gone, pyrrhic
Your family  alive or dead  gone, pyrrhic
Your life  your past  gone, pyrrhic
Your food  the last scrap  gone, pyrrhic
Your water  the last drop  gone, pyrrhic
Your hope  gone, pyrrhic
You have nothing, pyrrhic
But you are not nothing, pyrrhic
As you flee become the seed, pyrrhic
That penetrates a fertile land, pyrrhic
And makes it grow afresh, pyrrhic
You may fall on stony ground, pyrrhic
As many will, pyrrhic
As you flee you reach the well meaning camps, pyrrhic
A pale shade of existence, pyrrhic
Living in forgotten limbo, pyrrhic
As you flee strike out to promised lands, pyrrhic
Schizophrenic peoples that both welcome and revile, pyrrhic
As you join their underclass, pyrrhic
A scapegoat for all their ills, pyrrhic
Cast aside your skills your art your education, pyrrhic
And toil and sweat on the work that noone wants, pyrrhic
And when you finally accept this is your lot, pyrrhic
Toil and sweat for your children, pyrrhic
Who can never understand your struggle your journey, pyrrhic
But carry the seed of your people, pyrrhic
Maybe one day they will return home, pyrrhic
And rebuild, pyrrhic
Penelope Alecknavage nee perskin whose death aye assay, pyrrhic
to comprehend this son of the late Harriet Harris  , pyrrhic
November thirteenth 2016 marked her eighty first birthday, pyrrhic
if she still lived these last eleven years  instead met crossway, pyrrhic
where grim reaper awaited  though my mum sought to delay, pyrrhic
futility to accept Pyrrhic outcome  homage pep rally, pyrrhic
thru poetry n essay, pyrrhic
writing and finding cadence of words , pyrrhic
helps me with powder milk biscuits , pyrrhic
gather courageous foray, pyrrhic
and means to grapple with demise , pyrrhic
of a loved one and hence my gray, pyrrhic
matter sifts thru childhoods end , pyrrhic
where remembrance of hooray, pyrrhic
amidst claque of chattering aunts cousins and uncles, pyrrhic
the fuzzy interplay, pyrrhic
of Penny racing at dog speed across lawn of family home, pyrrhic
cordoned off via a jackstay, pyrrhic
looms in forefront of my mind , pyrrhic
vulnerable to grief most people sad  me oh kay, pyrrhic
reckons cessation of life  equalizer of sorts, pyrrhic
when significant person without breath doth lay, pyrrhic
Tom foolery deft hands of motley crue prestidigitation , pyrrhic
playing game versus sobbing as corpse , pyrrhic
driven to graveside viz motorway, pyrrhic
where belief at such stark catastrophe  nay, pyrrhic
numbness pervades next of kin survivors, pyrrhic
especially when passing occurs preholiday, pyrrhic
yet no matter whence one departs , pyrrhic
bobbing along River Styx to unreachable quay, pyrrhic
mourning iz broken with nary sunny and Cher full ray, pyrrhic
to warm earth wind and fire  seeking soul asylum , pyrrhic
trying to blink away ill logic cheap trick re acceptance , pyrrhic
but inxs of tears for fears begs scene 2b screenplay, pyrrhic
not hard rocking coldplay accursed reality, pyrrhic
terminal illness ushers helplessness cuz part of ourselves , pyrrhic
agonizingly rent asunder which psychic tearaway , pyrrhic
far exceeds any physical pain and will underlay, pyrrhic
the immediate future which bodes hollow , pyrrhic
with the sounds of silence, pyrrhic
despite informing musicians or veejay, pyrrhic
to lighten moody blue  , pyrrhic
boot invariably bono fide green day , pyrrhic
Lady gaga emitting beat, pyrrhic
per the human league plus the culture club , pyrrhic
of heart felt village people affiliated with goo goo doll    , pyrrhic
traversing into nirvana , pyrrhic
creates clangorous discordant ringing , pyrrhic
increasing nostalgia for loved one lost before yesterday, pyrrhic
Yesterday playful children engaged with the outside    , pyrrhic
Endlessly enjoying their midsummer days ride    , pyrrhic
Today another car collision stuck in traffic  , pyrrhic
Overwhelm by the societys demographics  , pyrrhic
Tomorrow weary and mangled from overworking  , pyrrhic
Needing assistance my aching legs have stopped working  , pyrrhic
Yesterday lighthearted without any prejudices    , pyrrhic
