البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
رَماكَ اللَهُ مِن بَغلِ بِمَشحوذٍ مِنَ النَبلِ,بِمَشحوذٍ مِنَ النَبلِ,رَماكَ اللَهُ مِن بَغلِ,الهزج,عدي بن ربيعة
أَما تُبلِغُني أَهلَكَ أَو تُبلِغُني أَهلي,أَو تُبلِغُني أَهلي,أَما تُبلِغُني أَهلَكَ,الهزج,عدي بن ربيعة
أَكُلَّ الدَهرِ مُرَكوبٌ مِنَ النَكباءِ وَالعُزلِ,مِنَ النَكباءِ وَالعُزلِ,أَكُلَّ الدَهرِ مُرَكوبٌ,الهزج,عدي بن ربيعة
وَقَد قُلتُ وَلَم أَعدِل كَلاماً مِن بَني ذُهلِ,كَلاماً مِن بَني ذُهلِ,وَقَد قُلتُ وَلَم أَعدِل,الهزج,عدي بن ربيعة
أَلا أَبلِغ بَني بَكرٍ رِجالاً مِن بَني ذُهلِ,رِجالاً مِن بَني ذُهلِ,أَلا أَبلِغ بَني بَكرٍ,الهزج,عدي بن ربيعة
وَأَبلِغ سالِفاً حُلوى إِلى قارِعَةِ النَخلِ,إِلى قارِعَةِ النَخلِ,وَأَبلِغ سالِفاً حُلوى,الهزج,عدي بن ربيعة
بَدَأتُم قَومَكُم بِالغَد رِ وَالعُدوانِ وَالقَتلِ,رِ وَالعُدوانِ وَالقَتلِ,بَدَأتُم قَومَكُم بِالغَد,الهزج,عدي بن ربيعة
قَتَلتُم سَيِّدَ الناسِ وَمَن لَيسَ بِذي مِثلِ,وَمَن لَيسَ بِذي مِثلِ,قَتَلتُم سَيِّدَ الناسِ,الهزج,عدي بن ربيعة
وَقُلتُم كُفؤُهُ رِجلٌ وَلَيسَ الراسُ كَالرِجلِ,وَلَيسَ الراسُ كَالرِجلِ,وَقُلتُم كُفؤُهُ رِجلٌ,الهزج,عدي بن ربيعة
وَلَيسَ الرَجُلُ الماجِدُ مِثلَ الرَجُلِ النَذلِ,مِثلَ الرَجُلِ النَذلِ,وَلَيسَ الرَجُلُ الماجِدُ,الهزج,عدي بن ربيعة
فَتىً كانَ كَأَلفٍ مِن ذَوي الإنعامِ وَالفَضلِ,ذَوي الإنعامِ وَالفَضلِ,فَتىً كانَ كَأَلفٍ مِن,الهزج,عدي بن ربيعة
لَقَد جِئتُم بِها دَهما ءَ كَالحَيَّةِ في الجَذلِ,ءَ كَالحَيَّةِ في الجَذلِ,لَقَد جِئتُم بِها دَهما,الهزج,عدي بن ربيعة
وَقَد جِئتُم بِها شَعوا ءَ شابَت مَفرِقَ الطِفلِ,ءَ شابَت مَفرِقَ الطِفلِ,وَقَد جِئتُم بِها شَعوا,الهزج,عدي بن ربيعة
وَقَد كُنتُ أَخا لَهوٍ فَأَصبَحتُ أَخا شُغلِ,فَأَصبَحتُ أَخا شُغلِ,وَقَد كُنتُ أَخا لَهوٍ,الهزج,عدي بن ربيعة
أَلا يا عاذِلي أَقصِر لَحاكَ اللَهَ مِن عَذلِ,لَحاكَ اللَهَ مِن عَذلِ,أَلا يا عاذِلي أَقصِر,الهزج,عدي بن ربيعة
بِأَنّا تَغلِبَ الغَلبا ءَ نَعلو كُلَّ ذي فَضلِ,ءَ نَعلو كُلَّ ذي فَضلِ,بِأَنّا تَغلِبَ الغَلبا,الهزج,عدي بن ربيعة
رِجالٌ لَيسَ في حَرَجٍ لَهُم مِثلٌ وَلا شَكلِ,لَهُم مِثلٌ وَلا شَكلِ,رِجالٌ لَيسَ في حَرَجٍ,الهزج,عدي بن ربيعة
بِما لَيسَ قَدَّمَ جَسّاسٌ لَهُم مِن سَيِّئِ الفِعلِ,لَهُم مِن سَيِّئِ الفِعلِ,بِما لَيسَ قَدَّمَ جَسّاسٌ,الهزج,عدي بن ربيعة
سَأَجزي رَهطَ جَسّاسٍ كَحَذوِ النَعلِ بِالنَّعلِ,كَحَذوِ النَعلِ بِالنَّعلِ,سَأَجزي رَهطَ جَسّاسٍ,الهزج,عدي بن ربيعة
أَنا المَدرَسَةُ اِجعَلني كَأُمٍّ لا تَمِل عَنّي,كَأُمٍّ لا تَمِل عَنّي,أَنا المَدرَسَةُ اِجعَلني,الهزج,أحمد شوقي
وَلا تَفزَع كَمَأخوذٍ مِنَ البَيتِ إِلى السِجنِ,مِنَ البَيتِ إِلى السِجنِ,وَلا تَفزَع كَمَأخوذٍ,الهزج,أحمد شوقي
كَأَنّي وَجهُ صَيّادٍ وَأَنتَ الطَيرُ في الغُصنِ,وَأَنتَ الطَيرُ في الغُصنِ,كَأَنّي وَجهُ صَيّادٍ,الهزج,أحمد شوقي
وَلا بُدَّ لَكَ اليَومَ وَإِلّا فَغَداً مِنّي,وَإِلّا فَغَداً مِنّي,وَلا بُدَّ لَكَ اليَومَ,الهزج,أحمد شوقي
أَوِ اِستَغنِ عَنِ العَقلِ إِذَن عَنِّيَ تَستَغني,إِذَن عَنِّيَ تَستَغني,أَوِ اِستَغنِ عَنِ العَقلِ,الهزج,أحمد شوقي
أَنا المِصباحُ لِلفِكرِ أَنا المِفتاحُ لِلذِهنِ,أَنا المِفتاحُ لِلذِهنِ,أَنا المِصباحُ لِلفِكرِ,الهزج,أحمد شوقي
أَنا البابُ إِلى المَجدِ تَعالَ اِدخُل عَلى اليُمنِ,تَعالَ اِدخُل عَلى اليُمنِ,أَنا البابُ إِلى المَجدِ,الهزج,أحمد شوقي
غَداً تَرتَعُ في حَوشي وَلا تَشبَعُ مِن صَحني,وَلا تَشبَعُ مِن صَحني,غَداً تَرتَعُ في حَوشي,الهزج,أحمد شوقي
وَأَلقاكَ بِإِخوانٍ يُدانونَكَ في السِنِّ,يُدانونَكَ في السِنِّ,وَأَلقاكَ بِإِخوانٍ,الهزج,أحمد شوقي
تُناديهم بِيافِكري وَيا شَوقي وَيا حُسني,وَيا شَوقي وَيا حُسني,تُناديهم بِيافِكري,الهزج,أحمد شوقي
وَآباءٍ أَحَبّوكَ وَما أَنتَ لَهُم بِاِبنِ,وَما أَنتَ لَهُم بِاِبنِ,وَآباءٍ أَحَبّوكَ,الهزج,أحمد شوقي
متى عهدُك بالكرْخِ وبالشَّبُّوطِ والفَرْخِ,وبالشَّبُّوطِ والفَرْخِ,متى عهدُك بالكرْخِ,الهزج,ابن الرومي
وبالبِكْر التي لم تَشـ ـقَ بالنار ولا الطَّبخِ,ـقَ بالنار ولا الطَّبخِ,وبالبِكْر التي لم تَشـ,الهزج,ابن الرومي
قضيت العمر مدَّاحاً وهذا يا أخي الحالُ,وهذا يا أخي الحالُ,قضيت العمر مدَّاحاً,الهزج,ابن نباته المصري
فقير الوجه والكفّ فلا جاهٌ ولا مالُ,فلا جاهٌ ولا مالُ,فقير الوجه والكفّ,الهزج,ابن نباته المصري
مَدارُ الحَقِّ حَقُّ الحَقِّ في العَقلِ وَفي النَفسِ,في العَقلِ وَفي النَفسِ,مَدارُ الحَقِّ حَقُّ الحَقِّ,الهزج,المكزون السنجاري
كَما أَن زَكاةَ الورحِ في الكَونيَنِ بِالقُدسِ,في الكَونيَنِ بِالقُدسِ,كَما أَن زَكاةَ الورحِ,الهزج,المكزون السنجاري
وَمَن أَدرَكَ ذا السِرِّ عَلى عَن عالَمِ الحِسِّ,عَلى عَن عالَمِ الحِسِّ,وَمَن أَدرَكَ ذا السِرِّ,الهزج,المكزون السنجاري
رأَتْ حَالي وَقَد حَالَتْ وَقَدْ غَالَ الصِّبا فَوْتُ,وَقَدْ غَالَ الصِّبا فَوْتُ,رأَتْ حَالي وَقَد حَالَتْ,الهزج,السراج الوراق
فَقَالَتْ إذْ تَشَاجَرْنا وَلَمْ يُخفَضْ لَنا صَوْتُ,وَلَمْ يُخفَضْ لَنا صَوْتُ,فَقَالَتْ إذْ تَشَاجَرْنا,الهزج,السراج الوراق
أَشَيْخٌ مُفْلِسٌ يَهوَى وَيْعْشَقُ فَاتَكَ الفَوْتُ,وَيْعْشَقُ فَاتَكَ الفَوْتُ,أَشَيْخٌ مُفْلِسٌ يَهوَى,الهزج,السراج الوراق
فَلا خَيْرٌ ولا مَيْرٌ ولا أَيرٌ فَذا مَوْتُ,ولا أَيرٌ فَذا مَوْتُ,فَلا خَيْرٌ ولا مَيْرٌ,الهزج,السراج الوراق
إِلى أَيِّ ضَنىً أَفضى هَوى أَجفانِكَ المَرضى,هَوى أَجفانِكَ المَرضى,إِلى أَيِّ ضَنىً أَفضى,الهزج,بلبل الغرام الحاجري
رَقَدتُ اللَيل لا تُربي لِمَن لا يَعرِفُ الغَمضا,لِمَن لا يَعرِفُ الغَمضا,رَقَدتُ اللَيل لا تُربي,الهزج,بلبل الغرام الحاجري
كَذا مَن فَرَضَ الوَجدَ عَلى عُشّاقِهِ فَرضا,عَلى عُشّاقِهِ فَرضا,كَذا مَن فَرَضَ الوَجدَ,الهزج,بلبل الغرام الحاجري
بِنَفسي جابِرِ قاضٍ وَوَجدي فيهِ ما يُقتَضى,وَوَجدي فيهِ ما يُقتَضى,بِنَفسي جابِرِ قاضٍ,الهزج,بلبل الغرام الحاجري
وَبَدرٌ أَصبَحَ البَدرُ لَدَيهِ يَلثمُ الأَرضا,لَدَيهِ يَلثمُ الأَرضا,وَبَدرٌ أَصبَحَ البَدرُ,الهزج,بلبل الغرام الحاجري
وَمَن أَرضى بِقَتلي في هَواهُ وَهوَ لا يَرضى,هَواهُ وَهوَ لا يَرضى,وَمَن أَرضى بِقَتلي في,الهزج,بلبل الغرام الحاجري
تَعالَت ذاتُ مَولايَ عَنِ الإِدراكِ بَالعَينِ,عَنِ الإِدراكِ بَالعَينِ,تَعالَت ذاتُ مَولايَ,الهزج,المكزون السنجاري
وَعَن دائِرَةِ الأَينِ وَإِن شوهِدَ في الأَينِ,وَإِن شوهِدَ في الأَينِ,وَعَن دائِرَةِ الأَينِ,الهزج,المكزون السنجاري
أَيا مَن حُبُّهُ حالي وَحالي سَترُهُ شَرطُ,وَحالي سَترُهُ شَرطُ,أَيا مَن حُبُّهُ حالي,الهزج,المكزون السنجاري
وَمَن وَقتي بِهِ سَيفٌ عَلى الكَونِ بِهِ أَسطو,عَلى الكَونِ بِهِ أَسطو,وَمَن وَقتي بِهِ سَيفٌ,الهزج,المكزون السنجاري
لَكَ الأَمرُ لَكَ النَهيُ لَكَ القَبضُ لَكَ البَسطُ,لَكَ القَبضُ لَكَ البَسطُ,لَكَ الأَمرُ لَكَ النَهيُ,الهزج,المكزون السنجاري
وَمِنكَ اللَوحُ وَالخَطُّ وَفِيَّ الشَكلُ وَالنَقطُ,وَفِيَّ الشَكلُ وَالنَقطُ,وَمِنكَ اللَوحُ وَالخَطُّ,الهزج,المكزون السنجاري
وَمِن كافِكَ وَالنونِ تَجَلّى العَدلُ وَالقِسطُ,تَجَلّى العَدلُ وَالقِسطُ,وَمِن كافِكَ وَالنونِ,الهزج,المكزون السنجاري
دُريرةُ تَجْلُبُ الطَّربا ونزهةُ تجلُبُ الكُرَبا,ونزهةُ تجلُبُ الكُرَبا,دُريرةُ تَجْلُبُ الطَّربا,الهزج,ابن الرومي
تُغنّي هذه فيظلـ ـلُ عنك الحزنُ قد عَزَبَا,ـلُ عنك الحزنُ قد عَزَبَا,تُغنّي هذه فيظلـ,الهزج,ابن الرومي
وتعوي هذه فتُطيـ ـلُ منك الحزنَ والوَصبا,ـلُ منك الحزنَ والوَصبا,وتعوي هذه فتُطيـ,الهزج,ابن الرومي
أقولُ لجامعٍ لهما لقد أحضرتَنا عجبا,لقد أحضرتَنا عجبا,أقولُ لجامعٍ لهما,الهزج,ابن الرومي
أتجمع بين مُختلِفَيْـ ـنِ ذا صَعَداً وذا صَببَا,ـنِ ذا صَعَداً وذا صَببَا,أتجمع بين مُختلِفَيْـ,الهزج,ابن الرومي
فقال ولم يزل لَحِناً بحُجته وقد كذبا,بحُجته وقد كذبا,فقال ولم يزل لَحِناً,الهزج,ابن الرومي
دَعَوْنا هذه لنُقِلـ ـلَ من تَمُّوزِنا اللهبا,ـلَ من تَمُّوزِنا اللهبا,دَعَوْنا هذه لنُقِلـ,الهزج,ابن الرومي
فلما أسرفَتْ في البَرْ د لم نأمن به العطبا,د لم نأمن به العطبا,فلما أسرفَتْ في البَرْ,الهزج,ابن الرومي
فجئنا بالتي هيَ ضِد دُها لتُلينَ ما صَعُبا,دُها لتُلينَ ما صَعُبا,فجئنا بالتي هيَ ضِد,الهزج,ابن الرومي
وظنِّي أنه رجلٌ يحاولُ عندها الرِّيَبا,يحاولُ عندها الرِّيَبا,وظنِّي أنه رجلٌ,الهزج,ابن الرومي
ولو كان الفتى عفّاً إذاً ما استعمل الكذبا,إذاً ما استعمل الكذبا,ولو كان الفتى عفّاً,الهزج,ابن الرومي
قُريْشيٌّ بهِ تَفْخَرُ يومَ الفَخْرِ عَدْنانُ,يومَ الفَخْرِ عَدْنانُ,قُريْشيٌّ بهِ تَفْخَرُ,الهزج,الحيص بيص
بلَيْلِ الجَدْبِ مِطْعامٌ ويوم الحَرْبِ مِطْعانُ,ويوم الحَرْبِ مِطْعانُ,بلَيْلِ الجَدْبِ مِطْعامٌ,الهزج,الحيص بيص
