البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
أشرعُوا الأعطافَ ناعمةً حين أشرعنا القَنَا الذبَلا,حين أشرعنا القَنَا الذبَلا,أشرعُوا الأعطافَ ناعمةً,المديد,أبو بكر بن مجبر
واستفزتنا عيونهم فخلعنا البيضَ والأسلا,فخلعنا البيضَ والأسلا,واستفزتنا عيونهم,المديد,أبو بكر بن مجبر
ورمتنا بالسهام فَلَم نر إلا الحليَ والحَلا,نر إلا الحليَ والحَلا,ورمتنا بالسهام فَلَم,المديد,أبو بكر بن مجبر
نُصِروا بالحسن فانتهبوا كلَّ قلبٍ بالهوى جَذَلا,كلَّ قلبٍ بالهوى جَذَلا,نُصِروا بالحسن فانتهبوا,المديد,أبو بكر بن مجبر
عطلتني الغيدُ عن جَلَدي وأنا حليتُها الغَزَلا,وأنا حليتُها الغَزَلا,عطلتني الغيدُ عن جَلَدي,المديد,أبو بكر بن مجبر
حَمَلَت نفسي على فِتَنٍ سُمتها صبراً فَمَا احتَمَلا,سُمتها صبراً فَمَا احتَمَلا,حَمَلَت نفسي على فِتَنٍ,المديد,أبو بكر بن مجبر
ثم قالت سوف نترُكها سَلَباً للحُبِّ أو نَفَلا,سَلَباً للحُبِّ أو نَفَلا,ثم قالت سوف نترُكها,المديد,أبو بكر بن مجبر
قلتُ أَمَّا وَهيَ قد عَلِقَت بأمير المؤمنين فلا,بأمير المؤمنين فلا,قلتُ أَمَّا وَهيَ قد عَلِقَت,المديد,أبو بكر بن مجبر
ما عدا تأميلها مَلِكاً من رآهُ أدرَكَ الأَمَلا,من رآهُ أدرَكَ الأَمَلا,ما عدا تأميلها مَلِكاً,المديد,أبو بكر بن مجبر
أودع الإحسانُ صفحَتَهُ ماء بشر ينقَعُ الغلَلا,ماء بشر ينقَعُ الغلَلا,أودع الإحسانُ صفحَتَهُ,المديد,أبو بكر بن مجبر
فإذا ما الجُودُ حرّكَهُ فاض من يمناه فانهَمَلا,فاض من يمناه فانهَمَلا,فإذا ما الجُودُ حرّكَهُ,المديد,أبو بكر بن مجبر
إِنّا بِالشِعبِ الَّذي دونَ سَلعٍ لَقَتيلاً دَمُهُ ما يُطَلُّ,لَقَتيلاً دَمُهُ ما يُطَلُّ,إِنّا بِالشِعبِ الَّذي دونَ سَلعٍ,المديد,تأبط شراً
خَلَّفَ العِبءَ عَلَيَّ وَوَلّى أَنا بِالعِبءِ لَهُ مُستَقِلُّ,أَنا بِالعِبءِ لَهُ مُستَقِلُّ,خَلَّفَ العِبءَ عَلَيَّ وَوَلّى,المديد,تأبط شراً
وَوَراءَ الثَأرِ مِنّي اِبنُ أُختٍ مَصِعٌ عُقدَتُهُ ما تُحَلُّ,مَصِعٌ عُقدَتُهُ ما تُحَلُّ,وَوَراءَ الثَأرِ مِنّي اِبنُ أُختٍ,المديد,تأبط شراً
مُطرِقٌ يَرشَحُ مَوتاً كَما أَطرَقَ أَفعى يَنفُثُ السَمَّ صِلُّ,أَفعى يَنفُثُ السَمَّ صِلُّ,مُطرِقٌ يَرشَحُ مَوتاً كَما أَطرَقَ,المديد,تأبط شراً
خَبَرٌ ما نابَنا مُصمَإِلٌّ جَلَّ حَتّى دَقَّ فيهِ الأَجَلُ,جَلَّ حَتّى دَقَّ فيهِ الأَجَلُ,خَبَرٌ ما نابَنا مُصمَإِلٌّ,المديد,تأبط شراً
بَزَّني الدَهرُ وَكانَ غَشوماً بِأَبيٍّ جارُهُ ما يُذَلُّ,بِأَبيٍّ جارُهُ ما يُذَلُّ,بَزَّني الدَهرُ وَكانَ غَشوماً,المديد,تأبط شراً
شامِسٌ في القُرِّ حَتّى إِذا ما ذَكَتِ الشِعرى فَبَردٌ وَظِلُّ,ذَكَتِ الشِعرى فَبَردٌ وَظِلُّ,شامِسٌ في القُرِّ حَتّى إِذا ما,المديد,تأبط شراً
يابِسُ الجَنبَينِ مِن غَيرِ بُؤسٍ وَنَديُّ الكَفَّينِ شَهمٌ مُدِلُّ,وَنَديُّ الكَفَّينِ شَهمٌ مُدِلُّ,يابِسُ الجَنبَينِ مِن غَيرِ بُؤسٍ,المديد,تأبط شراً
ظاعِنُ بِالحَزمِ حَتّى إِذا ما حَلَّ الحَزمُ حَيثُ يَحُلُّ,حَلَّ الحَزمُ حَيثُ يَحُلُّ,ظاعِنُ بِالحَزمِ حَتّى إِذا ما,المديد,تأبط شراً
غَيثُ مُزنٍ غامِرٌ حَيثُ يُجدي وَإِذا يَسطو فَلَيثٌ أَبَلُّ,وَإِذا يَسطو فَلَيثٌ أَبَلُّ,غَيثُ مُزنٍ غامِرٌ حَيثُ يُجدي,المديد,تأبط شراً
مُسبِلٌ في الحَيِّ أَحوى رِفَلُ وَإِذا يَغزو فَسِمعٌ أَزَلُّ,وَإِذا يَغزو فَسِمعٌ أَزَلُّ,مُسبِلٌ في الحَيِّ أَحوى رِفَلُ,المديد,تأبط شراً
وَلَهُ طَعمانِ أَريٌ وَشَريٌ وَكِلا الطَعمَينِ قَد ذاقَ كُلُّ,وَكِلا الطَعمَينِ قَد ذاقَ كُلُّ,وَلَهُ طَعمانِ أَريٌ وَشَريٌ,المديد,تأبط شراً
يَركَبُ الهَولَ وَحيداً وَلا يَصحَبُهُ إِلّا اليَمانيُّ الأَفَلُّ,إِلّا اليَمانيُّ الأَفَلُّ,يَركَبُ الهَولَ وَحيداً وَلا يَصحَبُهُ,المديد,تأبط شراً
وَفُتُوٍّ هَجَّروا ثُمَّ أَم أَسروا لَيلَهُم حَتّى إِذا اِنجابَ حَلّوا,لَيلَهُم حَتّى إِذا اِنجابَ حَلّوا,وَفُتُوٍّ هَجَّروا ثُمَّ أَم أَسروا,المديد,تأبط شراً
كُلُّ ماضٍ قَد تَرَدّى بِماضٍ كَسَنا البَرقِ إِذا ما يُسَلُّ,كَسَنا البَرقِ إِذا ما يُسَلُّ,كُلُّ ماضٍ قَد تَرَدّى بِماضٍ,المديد,تأبط شراً
فَاِحتَسَوا أَنفاسَ نَومٍ فَلَمّا ثَمِلوا رُعتُهُم فَاِشمَعَلّوا,ثَمِلوا رُعتُهُم فَاِشمَعَلّوا,فَاِحتَسَوا أَنفاسَ نَومٍ فَلَمّا,المديد,تأبط شراً
فَاِدَّرَكنا الثَأرَ مِنهُم وَلَمّا يَنجُ مِلَحَيّنِ إِلّا الأَقَلُّ,يَنجُ مِلَحَيّنِ إِلّا الأَقَلُّ,فَاِدَّرَكنا الثَأرَ مِنهُم وَلَمّا,المديد,تأبط شراً
فَلَئِن فَلَّت هُذَيلٌ خَباهُ لَبِما كانَ هُذَيلاً يَفُلُّ,لَبِما كانَ هُذَيلاً يَفُلُّ,فَلَئِن فَلَّت هُذَيلٌ خَباهُ,المديد,تأبط شراً
وَبِما أَبرَكَهُم في مُناخٍ جَعجَعٍ يَنقَبُ فيهِ الأَظَلُّ,جَعجَعٍ يَنقَبُ فيهِ الأَظَلُّ,وَبِما أَبرَكَهُم في مُناخٍ,المديد,تأبط شراً
وَبِما صَبَّحَها في ذُراها مِنهُ بَعدَ القَتلِ نَهبٌ وَشَلُّ,مِنهُ بَعدَ القَتلِ نَهبٌ وَشَلُّ,وَبِما صَبَّحَها في ذُراها,المديد,تأبط شراً
صَلِيَت مِنّي هُذَيلٌ بِخِرقٍ لا يَمَلُّ الشَرَّ حَتّى يَمَلّوا,لا يَمَلُّ الشَرَّ حَتّى يَمَلّوا,صَلِيَت مِنّي هُذَيلٌ بِخِرقٍ,المديد,تأبط شراً
يُنهِلُ الصَعدَةَ حَتّى إِذا ما نَهِلَت كانَ لَها مِنهُ عَلُّ,نَهِلَت كانَ لَها مِنهُ عَلُّ,يُنهِلُ الصَعدَةَ حَتّى إِذا ما,المديد,تأبط شراً
تَضحَكُ الضَبعُ لِقَتلى هُذَيلٍ وَتَرى الذِئبُ لَها يَستَهِلُّ,وَتَرى الذِئبُ لَها يَستَهِلُّ,تَضحَكُ الضَبعُ لِقَتلى هُذَيلٍ,المديد,تأبط شراً
وَطِتاقُ الطَيرُ تَهفوا بِطاناً تَتَخَطّاهُمُ فَما تَستَقِلُّ,تَتَخَطّاهُمُ فَما تَستَقِلُّ,وَطِتاقُ الطَيرُ تَهفوا بِطاناً,المديد,تأبط شراً
حَلَّتِ الخَمرُ وَكانَت حَراماً وَبِلَأيِ ما أَلَمَّت تَحِلُّ,وَبِلَأيِ ما أَلَمَّت تَحِلُّ,حَلَّتِ الخَمرُ وَكانَت حَراماً,المديد,تأبط شراً
فَاِسقِنيها يا سَوادَ بنَ عَمروٍ إِنَّ جِسمي بَعدَ خالِ لَخَلُّ,إِنَّ جِسمي بَعدَ خالِ لَخَلُّ,فَاِسقِنيها يا سَوادَ بنَ عَمروٍ,المديد,تأبط شراً
وَمَغارٍ رَكِبتُ أَدهَمَ مِعطا لاً إِلَيهِ وَظَهَرَ أَشهَبَ حالي,لاً إِلَيهِ وَظَهَرَ أَشهَبَ حالي,وَمَغارٍ رَكِبتُ أَدهَمَ مِعطا,المديد,ابن خفاجه
جالَ في أَنجُمٍ مِن الحَليِ بيضٍ وَقَميصٍ مِنَ الصَباحِ مُذالِ,وَقَميصٍ مِنَ الصَباحِ مُذالِ,جالَ في أَنجُمٍ مِن الحَليِ بيضٍ,المديد,ابن خفاجه
فَبَدا الصُبحُ مُلجَماً بِالثُرَيّا وَجَرى البَرقُ مُسرَجاً بِالهِلالِ,وَجَرى البَرقُ مُسرَجاً بِالهِلالِ,فَبَدا الصُبحُ مُلجَماً بِالثُرَيّا,المديد,ابن خفاجه
رُبّ راحٍ بتّ أشربها من يديْ عذب اللما خنث,من يديْ عذب اللما خنث,رُبّ راحٍ بتّ أشربها,المديد,ابن نباته المصري
قابلت في الكاس وجنته فسقانيها على الثلث,فسقانيها على الثلث,قابلت في الكاس وجنته,المديد,ابن نباته المصري
بِأبي الساقي ولثغته ومعاني خلقه الدّمث,ومعاني خلقه الدّمث,بِأبي الساقي ولثغته,المديد,ابن نباته المصري
سلّ سيف المزج فارتعشت وغدت تنزور من اللهث,وغدت تنزور من اللهث,سلّ سيف المزج فارتعشت,المديد,ابن نباته المصري
قلت دعها قال قد سُرِقت من سنا خدّي ومن نَفَثي,من سنا خدّي ومن نَفَثي,قلت دعها قال قد سُرِقت,المديد,ابن نباته المصري
قسماً لوْ لم تضمّ على كأسها طارت من العَبَثِ,كأسها طارت من العَبَثِ,قسماً لوْ لم تضمّ على,المديد,ابن نباته المصري
خمرة بالجام ناهضةٌ نهضة الأرواح بالجثث,نهضة الأرواح بالجثث,خمرة بالجام ناهضةٌ,المديد,ابن نباته المصري
لو ذكرناها لذي جدَثٍ قام نشواناً من الجدَث,قام نشواناً من الجدَث,لو ذكرناها لذي جدَثٍ,المديد,ابن نباته المصري
ظنَّ قومٌ شربها رَفثاً لا سُقُوا من ذلك الرفَثِ,لا سُقُوا من ذلك الرفَثِ,ظنَّ قومٌ شربها رَفثاً,المديد,ابن نباته المصري
هاتها راحاً كلفظ فَتيً طاهر الأخلاق منبعث,طاهر الأخلاق منبعث,هاتها راحاً كلفظ فَتيً,المديد,ابن نباته المصري
هاتِ مدحَ ابن الأثير تجدْ طاهراً يغني عن الخبث,طاهراً يغني عن الخبث,هاتِ مدحَ ابن الأثير تجدْ,المديد,ابن نباته المصري
مجزل النعمى كأنَّ به للثنا نوعٌ من الغرث,للثنا نوعٌ من الغرث,مجزل النعمى كأنَّ به,المديد,ابن نباته المصري
لعلاء الدّين نشر ندىً لمّ منا كلّ ذي شعث,لمّ منا كلّ ذي شعث,لعلاء الدّين نشر ندىً,المديد,ابن نباته المصري
ترفع الللأوَا مواهبه مثل رفع الماء للحدَثِ,مثل رفع الماء للحدَثِ,ترفع الللأوَا مواهبه,المديد,ابن نباته المصري
ومعالٍ عقد أقربها بالثريا غير منتكث,بالثريا غير منتكث,ومعالٍ عقد أقربها,المديد,ابن نباته المصري
ويراع خيف مضربُه فذكور البيض في طمث,فذكور البيض في طمث,ويراع خيف مضربُه,المديد,ابن نباته المصري
نافثٌ سحر البلاغة في عُقَدٍ جلّت عن النفث,عُقَدٍ جلّت عن النفث,نافثٌ سحر البلاغة في,المديد,ابن نباته المصري
قالت العليا لسؤدده صنْ وقال المال قم فَعثِ,صنْ وقال المال قم فَعثِ,قالت العليا لسؤدده,المديد,ابن نباته المصري
ما على من أمّ ساحته أن عام الجدب لم يغث,أن عام الجدب لم يغث,ما على من أمّ ساحته,المديد,ابن نباته المصري
جاد حتى قال لائمه إنَّ بعض الجود كاللوث,إنَّ بعض الجود كاللوث,جاد حتى قال لائمه,المديد,ابن نباته المصري
وهمت نعمى يديه على كلّ ذي صفوٍ وذي غلث,كلّ ذي صفوٍ وذي غلث,وهمت نعمى يديه على,المديد,ابن نباته المصري
كالحيا قد عمّ محترثاً ودْقهُ أو غير محترث,ودْقهُ أو غير محترث,كالحيا قد عمّ محترثاً,المديد,ابن نباته المصري
عذلوه في مكارمه وهو ماض غير مكترث,وهو ماض غير مكترث,عذلوه في مكارمه,المديد,ابن نباته المصري
أيها المستنّ في جددٍ للعلى والناس في وعث,للعلى والناس في وعث,أيها المستنّ في جددٍ,المديد,ابن نباته المصري
والذي لو لم أخطّ له مِدَحاً للمسك لم أمَث,مِدَحاً للمسك لم أمَث,والذي لو لم أخطّ له,المديد,ابن نباته المصري
لا تسل عن حال عبدك في زمنٍ مستحكم المغَث,زمنٍ مستحكم المغَث,لا تسل عن حال عبدك في,المديد,ابن نباته المصري
