البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
شَكوتُ هَواهُ إِلى مُقلَتي فَأَذرَت عَلى الخَدِّ دَمعاً خَضيبا,فَأَذرَت عَلى الخَدِّ دَمعاً خَضيبا,شَكوتُ هَواهُ إِلى مُقلَتي,المتقارب,الميكالي
وَلَمّا تَمادى بِهِ عَتبُهُ وَلَم أَرَ عِندي لِصَبرٍ نَصيبا,وَلَم أَرَ عِندي لِصَبرٍ نَصيبا,وَلَمّا تَمادى بِهِ عَتبُهُ,المتقارب,الميكالي
بَعثتُ إِلَيهِ بِشَكوى النِزاعِ وَأَمّلتُ مِن كَثَبٍ أَن يَؤوبا,وَأَمّلتُ مِن كَثَبٍ أَن يَؤوبا,بَعثتُ إِلَيهِ بِشَكوى النِزاعِ,المتقارب,الميكالي
فَثَبّطه قَدَرٌ حُكمُهُ عَلى كُلِّ ذي أَمَلٍ أَن يَخيبا,عَلى كُلِّ ذي أَمَلٍ أَن يَخيبا,فَثَبّطه قَدَرٌ حُكمُهُ,المتقارب,الميكالي
وَإِنّي وَفَرطَ اِنتِظاري لَهُ وَخَوفِيَ مِن عائِقٍ أَن يَنُوبا,وَخَوفِيَ مِن عائِقٍ أَن يَنُوبا,وَإِنّي وَفَرطَ اِنتِظاري لَهُ,المتقارب,الميكالي
كَمُنتَظِر الفِطرِ يَومَ الصيامِ وَمُرتَقِبِ الشَمسِ حَتّى تَغيبا,وَمُرتَقِبِ الشَمسِ حَتّى تَغيبا,كَمُنتَظِر الفِطرِ يَومَ الصيامِ,المتقارب,الميكالي
وَكَالمُبتَلى لَيلهِ بِالسقامِ يُراعي الصَباح وَيَرجُو الطَبيبا,يُراعي الصَباح وَيَرجُو الطَبيبا,وَكَالمُبتَلى لَيلهِ بِالسقامِ,المتقارب,الميكالي
سَلِ العَفوَ يا عاذِلي مُذنِباً فَإِنَّ الهَوى قَد نَبا مُذ نَبا,فَإِنَّ الهَوى قَد نَبا مُذ نَبا,سَلِ العَفوَ يا عاذِلي مُذنِباً,المتقارب,القاضي الفاضل
أَلا بَعُدَت لَيلَةٌ لا أَراكَ تَلوحُ بِأُفقِ الهَوى كَوكَبا,تَلوحُ بِأُفقِ الهَوى كَوكَبا,أَلا بَعُدَت لَيلَةٌ لا أَراكَ,المتقارب,القاضي الفاضل
وَما مسّك الجنّ من قبل ذا وَما كنت ذا فزعة تفزعُ,وَما كنت ذا فزعة تفزعُ,وَما مسّك الجنّ من قبل ذا,المتقارب,فاطمة الزهراء
وَما لي أَنظر فى وَجهكم كمثلِ الصباح إذا يقشعُ,كمثلِ الصباح إذا يقشعُ,وَما لي أَنظر فى وَجهكم,المتقارب,فاطمة الزهراء
إذا ما افتقرتَ فلا تَسْخَطَنْ فتَعْدَمَ شَيْئَيْن أجرا ورِزْقا,فتَعْدَمَ شَيْئَيْن أجرا ورِزْقا,إذا ما افتقرتَ فلا تَسْخَطَنْ,المتقارب,ظافر الحداد
وهَبْكَ سَخِطت فماذا تُفيد وأَكَّدتَ لِلضيقِ أَنْ سُؤْتَ خُلْقا,وأَكَّدتَ لِلضيقِ أَنْ سُؤْتَ خُلْقا,وهَبْكَ سَخِطت فماذا تُفيد,المتقارب,ظافر الحداد
كما يُخْنَق الصيدُ في خَيَّةٍ ومهما تفاحص زادتْه خَنْقا,ومهما تفاحص زادتْه خَنْقا,كما يُخْنَق الصيدُ في خَيَّةٍ,المتقارب,ظافر الحداد
تَهون همومُك طُرّا إذا أَجَلتَ بفكرِك أنْ ليس تَبْقَى,أَجَلتَ بفكرِك أنْ ليس تَبْقَى,تَهون همومُك طُرّا إذا,المتقارب,ظافر الحداد
وأنّ المُقدَّر لا بُدَّ منه على من تَبذَّلَ أو من تَوَقَّى,على من تَبذَّلَ أو من تَوَقَّى,وأنّ المُقدَّر لا بُدَّ منه,المتقارب,ظافر الحداد
وأنّ المواهبَ قد قُسِّمت وكانتْ فدَعْ عنك حرصا وحِذْقا,وكانتْ فدَعْ عنك حرصا وحِذْقا,وأنّ المواهبَ قد قُسِّمت,المتقارب,ظافر الحداد
فلِلّهِ في مُلْكه ما يُريد يُصرِّفه قادرا مستحقا,يُصرِّفه قادرا مستحقا,فلِلّهِ في مُلْكه ما يُريد,المتقارب,ظافر الحداد
يَدلُّ على ذاك كونُ البليد غنيا وذو الفهم في الفقر يَشْقَى,غنيا وذو الفهم في الفقر يَشْقَى,يَدلُّ على ذاك كونُ البليد,المتقارب,ظافر الحداد
فَيا عَجَباً كَيفَ يُعصى الإِلَهُ أَم كَيفَ يَجحَدُهُ الجاحِدُ,أَم كَيفَ يَجحَدُهُ الجاحِدُ,فَيا عَجَباً كَيفَ يُعصى الإِلَهُ,المتقارب,لبيد بن ربيعة
وَفي كُلِّ شَيءٍ لَهُ آيَةٌ تَدُلُّ عَلى أَنَّهُ واحِدُ,تَدُلُّ عَلى أَنَّهُ واحِدُ,وَفي كُلِّ شَيءٍ لَهُ آيَةٌ,المتقارب,لبيد بن ربيعة
وَلِلَّهِ في كُلِّ تَحريكَةٍ وَتَسكينَةٍ أَبَداً شاهِدُ,وَتَسكينَةٍ أَبَداً شاهِدُ,وَلِلَّهِ في كُلِّ تَحريكَةٍ,المتقارب,لبيد بن ربيعة
لَقَدَ فَدَحَ الْخَطْبُ فِي قَاسِمِ فَيَا لَكَ مِنْ زَمَنٍ غاشِمِ,فَيَا لَكَ مِنْ زَمَنٍ غاشِمِ,لَقَدَ فَدَحَ الْخَطْبُ فِي قَاسِمِ,المتقارب,خليل مطران
أَمَا يَشْفَعُ الفَضْلُ فِي فَاضِلٍ أَمَا يَشْفَعُ الْعِلْمُ فِي عَالِمِ,أَمَا يَشْفَعُ الْعِلْمُ فِي عَالِمِ,أَمَا يَشْفَعُ الفَضْلُ فِي فَاضِلٍ,المتقارب,خليل مطران
عَزِيزٌ عَلَى مِصْرَ هَذَا المُصَابُ بِمِقْدَامِهَا المُصْلِحِ الْحَازِمِ,بِمِقْدَامِهَا المُصْلِحِ الْحَازِمِ,عَزِيزٌ عَلَى مِصْرَ هَذَا المُصَابُ,المتقارب,خليل مطران
لَكَ اللهُ مِنْ شَائِدٍ لِلْعُلا وَفِي يَدِهِ مِعْوَلُ الْهَادِمِ,وَفِي يَدِهِ مِعْوَلُ الْهَادِمِ,لَكَ اللهُ مِنْ شَائِدٍ لِلْعُلا,المتقارب,خليل مطران
يدُكُّ الْقَبِيحَ وَيَبْنِي المَلِيحَ رُجُوعاً إِلَى سُنَّةِ الرَّاسِمِ,رُجُوعاً إِلَى سُنَّةِ الرَّاسِمِ,يدُكُّ الْقَبِيحَ وَيَبْنِي المَلِيحَ,المتقارب,خليل مطران
مَضَيْتَ فَأَيُّ فَتًى بَاسِلٍ فَقَدْنَاهُ فِي أَسَدٍ بَاسِمِ,فَقَدْنَاهُ فِي أَسَدٍ بَاسِمِ,مَضَيْتَ فَأَيُّ فَتًى بَاسِلٍ,المتقارب,خليل مطران
وَلِيتَ الْقَضَاءَ فَكُنْتَ الْقَضَاءَ عَلَى المُعْتَدِي وَعَلَى الآثِمِ,عَلَى المُعْتَدِي وَعَلَى الآثِمِ,وَلِيتَ الْقَضَاءَ فَكُنْتَ الْقَضَاءَ,المتقارب,خليل مطران
تُزِيلُ دُجَى الرِّيَبِ المُسْدَلاتِ بِأَمْضَى وَأَلْمَعَ مِنْ صَارِمِ,بِأَمْضَى وَأَلْمَعَ مِنْ صَارِمِ,تُزِيلُ دُجَى الرِّيَبِ المُسْدَلاتِ,المتقارب,خليل مطران
وَكَمْ لَيْلَةٍ بِتَّهَا سَاهِداً وَذُو الشَّأْنِ فِي غِبْطَةِ النَّائِمِ,وَذُو الشَّأْنِ فِي غِبْطَةِ النَّائِمِ,وَكَمْ لَيْلَةٍ بِتَّهَا سَاهِداً,المتقارب,خليل مطران
تُبَالِغُ فِي البَحْثِ عَنْ حَقهِ كَبحْثِ الشَّحِيحِ عَنِ الْخَاتَمِ,كَبحْثِ الشَّحِيحِ عَنِ الْخَاتَمِ,تُبَالِغُ فِي البَحْثِ عَنْ حَقهِ,المتقارب,خليل مطران
وَتُوقِعُ حُكْمَكَ عَنْ حِكْمَةٍ فَمَا مِنْ هَضِيمٍ وَلا هَاضِمِ,فَمَا مِنْ هَضِيمٍ وَلا هَاضِمِ,وَتُوقِعُ حُكْمَكَ عَنْ حِكْمَةٍ,المتقارب,خليل مطران
قَضَيْتَ بَعَدْلِكَ حَقَّ البِلادِ عَلَى كلِّ حُرٍّ لَهَا خَادِمِ,عَلَى كلِّ حُرٍّ لَهَا خَادِمِ,قَضَيْتَ بَعَدْلِكَ حَقَّ البِلادِ,المتقارب,خليل مطران
وَأَعْمَلْتَ طِبَّكَ فِيما مَشَى مِنَ الدَّاءِ فِي جِسْمِهَا السَّالِمِ,مِنَ الدَّاءِ فِي جِسْمِهَا السَّالِمِ,وَأَعْمَلْتَ طِبَّكَ فِيما مَشَى,المتقارب,خليل مطران
فَأَعْضَلُ دَاءٍ لَهَا غَائِلٍ وَعَنْ حَالِ نِسْوَتِهَا نَاجِمِ,وَعَنْ حَالِ نِسْوَتِهَا نَاجِمِ,فَأَعْضَلُ دَاءٍ لَهَا غَائِلٍ,المتقارب,خليل مطران
فِطَامُ الْبَنِينَ عَلَى التُّرَّهَاتِ وَنَاهِيكَ بِالجَهْلِ مِنْ فَاطِمِ,وَنَاهِيكَ بِالجَهْلِ مِنْ فَاطِمِ,فِطَامُ الْبَنِينَ عَلَى التُّرَّهَاتِ,المتقارب,خليل مطران
وَمَا أُمُّ جَهْلٍ عَلَى بِرِّهَا سِوَى آفَةِ الْحِكُمِ وَالْحَاكِمِ,سِوَى آفَةِ الْحِكُمِ وَالْحَاكِمِ,وَمَا أُمُّ جَهْلٍ عَلَى بِرِّهَا,المتقارب,خليل مطران
تُزيغُ خَلائِقَ أَبْنَائِهَا بِمَا زَاغَ مِنْ فِكْرِهَا الوَاهِمِ,بِمَا زَاغَ مِنْ فِكْرِهَا الوَاهِمِ,تُزيغُ خَلائِقَ أَبْنَائِهَا,المتقارب,خليل مطران
تدُك الْحُصُونَ وَتَبْنَى السُّجُونَ وَتَفْسَحُ لِلسَّالِبِ الْغَانِمِ,وَتَفْسَحُ لِلسَّالِبِ الْغَانِمِ,تدُك الْحُصُونَ وَتَبْنَى السُّجُونَ,المتقارب,خليل مطران
إِذَا الأُم أَخْطَأَهَا حَظُّهَا مِنَ الْعِلْمِ وَالأَدَبِ الْعَاصِمِ,مِنَ الْعِلْمِ وَالأَدَبِ الْعَاصِمِ,إِذَا الأُم أَخْطَأَهَا حَظُّهَا,المتقارب,خليل مطران
غَدَا نَسْلُهَا مَرْبَحاً لِلْعِدَى وَخُسْراً عَلَى الوَطَنِ الْغَارِمِ,وَخُسْراً عَلَى الوَطَنِ الْغَارِمِ,غَدَا نَسْلُهَا مَرْبَحاً لِلْعِدَى,المتقارب,خليل مطران
دَعَوْتَ إِلَى رَفْعِ شَأْنِ النِّسَاءِ بِرَغْمِ المُسَفِّهِ وَاللاَّئمِ,بِرَغْمِ المُسَفِّهِ وَاللاَّئمِ,دَعَوْتَ إِلَى رَفْعِ شَأْنِ النِّسَاءِ,المتقارب,خليل مطران
وَسَلَّطْتَ بِالحِلْمِ نُورَ الْيَقِينِ عَلَى رِيَبِ المُنْكِرِ الْغَاشِمِ,عَلَى رِيَبِ المُنْكِرِ الْغَاشِمِ,وَسَلَّطْتَ بِالحِلْمِ نُورَ الْيَقِينِ,المتقارب,خليل مطران
فَحَلَّ بِذَارُكَ فِي مَخْصَبٍ وَبشَّرَ جِيلَكَ بِالقَادِمِ,وَبشَّرَ جِيلَكَ بِالقَادِمِ,فَحَلَّ بِذَارُكَ فِي مَخْصَبٍ,المتقارب,خليل مطران
مَرَامٌ ظَفِرْتَ بِهِ فَاسْتَزَدْ تَ مَراماً أَعَزَّ عَلَى الرَّائِمِ,تَ مَراماً أَعَزَّ عَلَى الرَّائِمِ,مَرَامٌ ظَفِرْتَ بِهِ فَاسْتَزَدْ,المتقارب,خليل مطران
تَرَى الشَّعْبِ إِنْ ظَلَّ فِي جَهْلِهِ بِمَنْزِلَةِ النَّعَمِ السَّائِمِ,بِمَنْزِلَةِ النَّعَمِ السَّائِمِ,تَرَى الشَّعْبِ إِنْ ظَلَّ فِي جَهْلِهِ,المتقارب,خليل مطران
فَلا شَيْءَ مِمَّا صَرَفْتَ إِلَيْهِ مَشِيئَةَ مُقْتَدِرٍ عَازِمٍ,مَشِيئَةَ مُقْتَدِرٍ عَازِمٍ,فَلا شَيْءَ مِمَّا صَرَفْتَ إِلَيْهِ,المتقارب,خليل مطران
كَجَامِعَة كُنْتَ حَتَّى المَمَا تِ أَسَاساً لِبُنْيَانِهَا الْقَائِمِ,تِ أَسَاساً لِبُنْيَانِهَا الْقَائِمِ,كَجَامِعَة كُنْتَ حَتَّى المَمَا,المتقارب,خليل مطران
مَضَيْتَ وَفِي النَّعْشِ مِنْكَ خَطِيبٌ يُنَادِي عَلَى المَلا الوَاجِمِ,يُنَادِي عَلَى المَلا الوَاجِمِ,مَضَيْتَ وَفِي النَّعْشِ مِنْكَ خَطِيبٌ,المتقارب,خليل مطران
أَنِيرُوا أَنِيرُوا فَإِنَّ الظَّلامَ حَلِيفُ المَظَالِمِ وَالظَّالِمِ,حَلِيفُ المَظَالِمِ وَالظَّالِمِ,أَنِيرُوا أَنِيرُوا فَإِنَّ الظَّلامَ,المتقارب,خليل مطران
أَنِيرُوا أَنِيرُوا فَإِنْ الضيَا ءَ عَدُوُّ الْجَرَائِمِ وَالْجَارِمِ,ءَ عَدُوُّ الْجَرَائِمِ وَالْجَارِمِ,أَنِيرُوا أَنِيرُوا فَإِنْ الضيَا,المتقارب,خليل مطران
أَنِيرُوا الْعُقُولَ وَلا تَتْرُكُوا عَلَى الْفِكْرَ مِنْ أَثَرٍ قاتِمِ,عَلَى الْفِكْرَ مِنْ أَثَرٍ قاتِمِ,أَنِيرُوا الْعُقُولَ وَلا تَتْرُكُوا,المتقارب,خليل مطران
فَفِي كُلِّ ظِلٍّ خَيَالَ الرَّدَى يَطُوفُ بِمَوْكِبِهِ الْغَانِمِ,يَطُوفُ بِمَوْكِبِهِ الْغَانِمِ,فَفِي كُلِّ ظِلٍّ خَيَالَ الرَّدَى,المتقارب,خليل مطران
سلام عَلَيْكَ نَمَا مَا غَرَسْتَ وَذَكَّى شَذَا الأَملِ النَّاسِمِ,وَذَكَّى شَذَا الأَملِ النَّاسِمِ,سلام عَلَيْكَ نَمَا مَا غَرَسْتَ,المتقارب,خليل مطران
