البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
ألبسَهُ هَيبةً فغادرهُ رِئْبالَ غابٍ يَحفُّهُ أَشَبُهْ,رِئْبالَ غابٍ يَحفُّهُ أَشَبُهْ,ألبسَهُ هَيبةً فغادرهُ,المنسرح,ابن الرومي
حتى غدا في حِماهُ مُعتصمٌ مُغْنٍ وقد كان طال مُنزَرَبُهْ,مُغْنٍ وقد كان طال مُنزَرَبُهْ,حتى غدا في حِماهُ مُعتصمٌ,المنسرح,ابن الرومي
أعتبنا الدهرُ بالأمير فلا بُروكُهُ يُشتكَى ولا خَبَبُهْ,بُروكُهُ يُشتكَى ولا خَبَبُهْ,أعتبنا الدهرُ بالأمير فلا,المنسرح,ابن الرومي
واستوطأ الرحلَ منه راكبُهُ وطال ما قد نَبَا به قَتَبُهْ,وطال ما قد نَبَا به قَتَبُهْ,واستوطأ الرحلَ منه راكبُهُ,المنسرح,ابن الرومي
راعٍ ومرعىً فلا رعيَّتُهُ يُلقى لها مُشتكٍ ولا عُشُبُهْ,يُلقى لها مُشتكٍ ولا عُشُبُهْ,راعٍ ومرعىً فلا رعيَّتُهُ,المنسرح,ابن الرومي
تغدو متَابيعه من النَّعم ال عُوذِ علينا وتارةً سُلُبُهْ,عُوذِ علينا وتارةً سُلُبُهْ,تغدو متَابيعه من النَّعم ال,المنسرح,ابن الرومي
فإن تعدَّت عِصابةٌ فلها منه سيوفُ النَّكال أو خَشَبُهْ,منه سيوفُ النَّكال أو خَشَبُهْ,فإن تعدَّت عِصابةٌ فلها,المنسرح,ابن الرومي
يبتهجُ المُبغضو الصليب من الـ ـناسِ إذا رُفِّعت بهمْ صُلُبُهْ,ـناسِ إذا رُفِّعت بهمْ صُلُبُهْ,يبتهجُ المُبغضو الصليب من الـ,المنسرح,ابن الرومي
قَرمٌ نجيبٌ يفوتُ واصفَهُ أدَّتْهُ من نَجل مُصعبٍ نُجُبُهْ,أدَّتْهُ من نَجل مُصعبٍ نُجُبُهْ,قَرمٌ نجيبٌ يفوتُ واصفَهُ,المنسرح,ابن الرومي
أمَّا بنو طاهرٍ فإنهُمُ نبعُ الورى إذ سواهُمُ غَرَبُهْ,نبعُ الورى إذ سواهُمُ غَرَبُهْ,أمَّا بنو طاهرٍ فإنهُمُ,المنسرح,ابن الرومي
قومٌ غَدوا لا يفي بوزنهِمُ في كرمٍ عُجْمُهُ ولا عَرَبُهْ,في كرمٍ عُجْمُهُ ولا عَرَبُهْ,قومٌ غَدوا لا يفي بوزنهِمُ,المنسرح,ابن الرومي
حَلُّوا من الناس حيث حلَّ من الـ ـأبطال بَيضُ الحديد أو يَلَبُهْ,ـأبطال بَيضُ الحديد أو يَلَبُهْ,حَلُّوا من الناس حيث حلَّ من الـ,المنسرح,ابن الرومي
أرفَعُهم رتبةً وأدفعهم عنهم لأمرٍ مُحاذَرٍ عَطَبُهْ,عنهم لأمرٍ مُحاذَرٍ عَطَبُهْ,أرفَعُهم رتبةً وأدفعهم,المنسرح,ابن الرومي
هُمُ النجومُ التي إذا طلعت في كلِّ ليلٍ تكشَّفت حُجُبُهْ,في كلِّ ليلٍ تكشَّفت حُجُبُهْ,هُمُ النجومُ التي إذا طلعت,المنسرح,ابن الرومي
زينةُ سقفِ الأنامِ لا أَفلُوا أعلامُهُ مُمطراتُهُ شُهُبُهْ,أعلامُهُ مُمطراتُهُ شُهُبُهْ,زينةُ سقفِ الأنامِ لا أَفلُوا,المنسرح,ابن الرومي
منهم ذوو الجهر والأصالة والـ ـمعروفِ والنُّكْر حين تَطَّلبُهْ,ـمعروفِ والنُّكْر حين تَطَّلبُهْ,منهم ذوو الجهر والأصالة والـ,المنسرح,ابن الرومي
زانُوه زَيْنَ الفريد واسطةَ الـ ـعِقْدِ زها في النظام مُنْتَخَبُهْ,ـعِقْدِ زها في النظام مُنْتَخَبُهْ,زانُوه زَيْنَ الفريد واسطةَ الـ,المنسرح,ابن الرومي
وزانهم زينَها صواحبَها لافضَّ ما في النظام مُنْقضَبُهْ,لافضَّ ما في النظام مُنْقضَبُهْ,وزانهم زينَها صواحبَها,المنسرح,ابن الرومي
كأنْ عليه قلادةٌ نُظمتْ من لؤلؤٍ لا تَشينُهُ ثقَبُهْ,من لؤلؤٍ لا تَشينُهُ ثقَبُهْ,كأنْ عليه قلادةٌ نُظمتْ,المنسرح,ابن الرومي
وأحسنُ الْحَلي منطقٌ حسنٌ يكثُر محفوظُهُ ومُكْتَتبُهْ,يكثُر محفوظُهُ ومُكْتَتبُهْ,وأحسنُ الْحَلي منطقٌ حسنٌ,المنسرح,ابن الرومي
إذا دعا الشِعر مادِحوه لهُ جاء مجيءَ المَرُوضِ مُقْتَضَبُهْ,جاء مجيءَ المَرُوضِ مُقْتَضَبُهْ,إذا دعا الشِعر مادِحوه لهُ,المنسرح,ابن الرومي
عِفْ حمدَ سُؤَّالِهِ ولا يَثْنِكَ الـ أخطَبُ عن قَصْده ولا خَطَبُهْ,أخطَبُ عن قَصْده ولا خَطَبُهْ,عِفْ حمدَ سُؤَّالِهِ ولا يَثْنِكَ الـ,المنسرح,ابن الرومي
ـولا يعوقَنْك عن زيارته ال أعضبُ مُستقبلاً ولا عَضَبُهْ,أعضبُ مُستقبلاً ولا عَضَبُهْ,ـولا يعوقَنْك عن زيارته ال,المنسرح,ابن الرومي
مُحَرَّمُ الحولِ في تقدُّمِهِ لكنهُ لابن خِيفَةٍ رَجَبُهْ,لكنهُ لابن خِيفَةٍ رَجَبُهْ,مُحَرَّمُ الحولِ في تقدُّمِهِ,المنسرح,ابن الرومي
ربيعُهُ الممرع الذي جُعلتْ للناس مرعىً ونُشْرةً رُطَبُهْ,للناس مرعىً ونُشْرةً رُطَبُهْ,ربيعُهُ الممرع الذي جُعلتْ,المنسرح,ابن الرومي
تدعوهُمُ تارةً بَوارقُهُ وتارةً تُطَّبيهُمُ رِبَبُهْ,وتارةً تُطَّبيهُمُ رِبَبُهْ,تدعوهُمُ تارةً بَوارقُهُ,المنسرح,ابن الرومي
أعزُّ من عزَّ يُستجارُ به وهو مباحُ الثراء مُنْتَهَبُهْ,وهو مباحُ الثراء مُنْتَهَبُهْ,أعزُّ من عزَّ يُستجارُ به,المنسرح,ابن الرومي
الموتُ من جِدِّهِ فإنْ لَعَبتْ كفَّاهُ فالجودُ باللُّهى لُعَبُهْ,كفَّاهُ فالجودُ باللُّهى لُعَبُهْ,الموتُ من جِدِّهِ فإنْ لَعَبتْ,المنسرح,ابن الرومي
لا تَطأُ الأسدُ ما حماهُ ولا تلقاهُ إلا مُوَطَّأً عَقِبُهْ,تلقاهُ إلا مُوَطَّأً عَقِبُهْ,لا تَطأُ الأسدُ ما حماهُ ولا,المنسرح,ابن الرومي
يُعطيك ما كنت منه مُحتسباً بل فوق ما كنتَ منه تحتسبُهْ,بل فوق ما كنتَ منه تحتسبُهْ,يُعطيك ما كنت منه مُحتسباً,المنسرح,ابن الرومي
لا كذِبُ المُنية التي وَعدتْ معروفَهُ يُشتكَى ولا لَعِبُهْ,معروفَهُ يُشتكَى ولا لَعِبُهْ,لا كذِبُ المُنية التي وَعدتْ,المنسرح,ابن الرومي
مشتَركٌ رفدُهُ إذا اتسعَ الـ ـوُجدُ فإن ضاق فهو مُعتقِبُهْ,ـوُجدُ فإن ضاق فهو مُعتقِبُهْ,مشتَركٌ رفدُهُ إذا اتسعَ الـ,المنسرح,ابن الرومي
لو كان للماء جودُهُ لجَرتْ سَيْحاً على الأرض كلِّها قُلُبُهْ,سَيْحاً على الأرض كلِّها قُلُبُهْ,لو كان للماء جودُهُ لجَرتْ,المنسرح,ابن الرومي
أضحت رَحى المُلكِ وهي دائرةٌ وحزمُهُ في مَدارها قُطُبُهْ,وحزمُهُ في مَدارها قُطُبُهْ,أضحت رَحى المُلكِ وهي دائرةٌ,المنسرح,ابن الرومي
راقِي صَعُودٍ من العلا أبداً إذا تهاوَى بحارضٍ صَبَبُهْ,إذا تهاوَى بحارضٍ صَبَبُهْ,راقِي صَعُودٍ من العلا أبداً,المنسرح,ابن الرومي
مُشيَّعٌ يركبُ الصِعابَ ولا يركبُ أمراً يُعابُ مُرتكبُهْ,يركبُ أمراً يُعابُ مُرتكبُهْ,مُشيَّعٌ يركبُ الصِعابَ ولا,المنسرح,ابن الرومي
لو أعرضَ البحرُ دون مكرُمةٍ لحَدَّث النفسَ أنه يَثِبُهْ,لحَدَّث النفسَ أنه يَثِبُهْ,لو أعرضَ البحرُ دون مكرُمةٍ,المنسرح,ابن الرومي
يا من يُجاريه في مكارمهِ أَنضَى المُجاري وحان مُتَّأَبُهْ,أَنضَى المُجاري وحان مُتَّأَبُهْ,يا من يُجاريه في مكارمهِ,المنسرح,ابن الرومي
لا تلتمسْ شأوَه البطينَ فما يُجريه إلا طِرفٌ له قبَبُهْ,يُجريه إلا طِرفٌ له قبَبُهْ,لا تلتمسْ شأوَه البطينَ فما,المنسرح,ابن الرومي
من واهَقَ الريحَ وهي جاريةٌ أَقصر أو كانَ قَصْرَهُ لَغَبُهْ,أَقصر أو كانَ قَصْرَهُ لَغَبُهْ,من واهَقَ الريحَ وهي جاريةٌ,المنسرح,ابن الرومي
جاريتَ ذا غُرّةٍ تشافهُهُ وذا حُجولٍ يَمسُّها جُبَبُهْ,وذا حُجولٍ يَمسُّها جُبَبُهْ,جاريتَ ذا غُرّةٍ تشافهُهُ,المنسرح,ابن الرومي
مصباحُ نورٍ يُرى الخفيُّ به جهراً ولولاهُ طال مُحتجَبُهْ,جهراً ولولاهُ طال مُحتجَبُهْ,مصباحُ نورٍ يُرى الخفيُّ به,المنسرح,ابن الرومي
إذا ارتأى للملوك في هَنَةٍ أَشهدهُمْ كلَّ ما هُمُ غَيَبُهْ,أَشهدهُمْ كلَّ ما هُمُ غَيَبُهْ,إذا ارتأى للملوك في هَنَةٍ,المنسرح,ابن الرومي
يَبْدَهُ أمرٌ فمن بديهتهِ تُوجدُ في وشك طَرْفَةٍ أُهَبُهْ,تُوجدُ في وشك طَرْفَةٍ أُهَبُهْ,يَبْدَهُ أمرٌ فمن بديهتهِ,المنسرح,ابن الرومي
تكفيه من فكره خواطرُهُ وأنه قد تقدَّمتْ دُرَبُهْ,وأنه قد تقدَّمتْ دُرَبُهْ,تكفيه من فكره خواطرُهُ,المنسرح,ابن الرومي
لا ينخبُ الروعُ قلبَه فلهُ من كلّ حزمٍ يُريغهُ نُخَبُهْ,من كلّ حزمٍ يُريغهُ نُخَبُهْ,لا ينخبُ الروعُ قلبَه فلهُ,المنسرح,ابن الرومي
قائدُ جيشَيْنِ منهما لَجِبٌ جمٌّ وَغَاهُ وصامت لَجَبُهْ,جمٌّ وَغَاهُ وصامت لَجَبُهْ,قائدُ جيشَيْنِ منهما لَجِبٌ,المنسرح,ابن الرومي
له سلاحٌ يَشيمُهُ أبداً عمداً فيَمضي ولا يُرى نَدَبُهْ,عمداً فيَمضي ولا يُرى نَدَبُهْ,له سلاحٌ يَشيمُهُ أبداً,المنسرح,ابن الرومي
يُصاول القِرن أو يُخاتِلُهُ جَلْداً أريباً بعيدةً سُرَبُهْ,جَلْداً أريباً بعيدةً سُرَبُهْ,يُصاول القِرن أو يُخاتِلُهُ,المنسرح,ابن الرومي
كالليث في بأسهِ وآونةً مثل الشُّجاع الخفيِّ مُنْسرَبُهْ,مثل الشُّجاع الخفيِّ مُنْسرَبُهْ,كالليث في بأسهِ وآونةً,المنسرح,ابن الرومي
إذا عرتْ نوبةٌ تحمَّلها مُعوَّد الحمل قد عفت جُلَبُهْ,مُعوَّد الحمل قد عفت جُلَبُهْ,إذا عرتْ نوبةٌ تحمَّلها,المنسرح,ابن الرومي
تكفي هُويناهُ ما ألمَّ ولا يُبلَغُ مجهودُهُ ولا تعَبُهْ,يُبلَغُ مجهودُهُ ولا تعَبُهْ,تكفي هُويناهُ ما ألمَّ ولا,المنسرح,ابن الرومي
قد جلَّ عن أن يمسَّه نصبٌ مخافةُ اللَّه وحدَها نَصَبُهْ,مخافةُ اللَّه وحدَها نَصَبُهْ,قد جلَّ عن أن يمسَّه نصبٌ,المنسرح,ابن الرومي
وفي رضا اللَّه كُبرُ همَّتِهِ والسعيُ فيما يُحبُّهُ دَأَبُهْ,والسعيُ فيما يُحبُّهُ دَأَبُهْ,وفي رضا اللَّه كُبرُ همَّتِهِ,المنسرح,ابن الرومي
زانتْهُ غُرٌّ من الخِلال لهُ ما لم تَزِنْ متنَ مُنْصُلٍ شُطَبُهْ,ما لم تَزِنْ متنَ مُنْصُلٍ شُطَبُهْ,زانتْهُ غُرٌّ من الخِلال لهُ,المنسرح,ابن الرومي
يُضحي غريباً ولو ببلدتِهِ فرداً وإن أحدقَتْ به عُصَبُهْ,فرداً وإن أحدقَتْ به عُصَبُهْ,يُضحي غريباً ولو ببلدتِهِ,المنسرح,ابن الرومي
منفردٌ بالكمال مُغتربٌ فيه حرىً أن يطول مُغتربُهْ,فيه حرىً أن يطول مُغتربُهْ,منفردٌ بالكمال مُغتربٌ,المنسرح,ابن الرومي
اُدْلُلْ عليه به فليس كمن يُظلِمُ حتى يضيئَهُ نسبُهْ,يُظلِمُ حتى يضيئَهُ نسبُهْ,اُدْلُلْ عليه به فليس كمن,المنسرح,ابن الرومي
هل يُجتَلى الصبحُ بالمصَابح في الـ ـأفْقِ إذا لاح ساطعاً لَهَبُهْ,ـأفْقِ إذا لاح ساطعاً لَهَبُهْ,هل يُجتَلى الصبحُ بالمصَابح في الـ,المنسرح,ابن الرومي
مَنْ كَزُريقٍ ومن كمُصعبِه أو كحسينٍ وطاهرٍ قُرَبُهْ,أو كحسينٍ وطاهرٍ قُرَبُهْ,مَنْ كَزُريقٍ ومن كمُصعبِه,المنسرح,ابن الرومي
أو مثل عبد الإله ذي الشرفَ الـ ـباذخ يُلقى إلى العُلى سَبَبُهْ,ـباذخ يُلقى إلى العُلى سَبَبُهْ,أو مثل عبد الإله ذي الشرفَ الـ,المنسرح,ابن الرومي
كالسيف في القَدِّ والصرامة والـ ـرَوْعة لكنَّ حَلْيَهُ أدبُهْ,ـرَوْعة لكنَّ حَلْيَهُ أدبُهْ,كالسيف في القَدِّ والصرامة والـ,المنسرح,ابن الرومي
