,Bayt_Text,Bahr
19421,قَد رَمى قَلبي بِلَحظَتِهِ سَهمُ عَينَيهِ فَلَم يَطِشِ,المديد
19422,نَقَشَت كَفْفُ المَلاحَةِ في وَجنَتَيهِ أَطرَفَ النُقُشِ,المديد
19423,عَطَشي يُروى بِقُبلَتِهِ فَمَتى رِيْيِيِ مِنَ العَطَشِ,المديد
19635,لَو تَراهُ يا أَبا الحَسَنِ قَمَرنْ أَوفى عَلى الغُصُنِ,المديد
19636,قَمَرنْ أَلقَت جَواهِرُهُ في فُؤادي جَوهَرَ الحَزَنِ,المديد
19637,كُلْلُ جُزءِنْ مِن مَحاسِنِهِ فيهِ أَجزاءُنْ مِنَ الفِتَنِ,المديد
19638,لِيَ في تَركيبِهِ بِدَعُنْ شَغَلَت قَلبي عَنِ السُنَنِ,المديد
19639,بِأَبي الأَنصارُ مِن نَفَرِنْ نَصَروا سُقمي عَلى بَدَني,المديد
27875,أَشَجاكَ الرَبعُ أَم قِدَمُه أَم رَمادُنْ دارِسُنْ حُمَمُه,المديد
27876,كَسُطورِ الرِقْقِ رَقْقَشَهُ بِالضُحى مُرَقْقِشُنْ يَشِمُه,المديد
27877,لَعِبَت بَعدي السُيولُ بِهِ وَجَرى في رَيْيِقِنْ رِهَمُه,المديد
27878,جَعَلَتهُ حَمْمَ كَلكَلِها لِرَبيعِنْ ديمَتُنْ تَثِمُه,المديد
27879,فَالكَثيبُ مُعشِبُنْ أُنُفُنْ فَتَناهيهِ فَمُرتَكَمُه,المديد
27880,حابِسي رَسمُنْ وَقَفتُ بِهِ لَو أُطيعُ النَفسَ لَم أَرِمُه,المديد
27881,لا أَرى إِلْلا النَعامَ بِهِ كَالإِماءِ أَشرَفَت حُزَمُه,المديد
27882,تَذكُرونَ إِذ نُقاتِلُكُم لا يَضُرْرُ مُعدِمنْ عَدَمُه,المديد
27883,أَنتُمُ نَخلُنْ نُطيفُ بِهِ فَإِذا ما جُزْزَ نَصطَرِمُه,المديد
27884,وَعَذاريكُم مُقَلْلِصَتُنْ في ذَعاعِ النَخلِ تَجتَرِمُه,المديد
27885,عُجُزُنْ شُمطُنْ مَعنْ لَكُمُ تَصطَلي نيرانَهُ خَدَمُه,المديد
27886,خَيرُ ما تَرعَونَ مِن شَجَرِنْ يابِسُ الطَحماءِ أَو سَحَمُه,المديد
27887,فَسَعى الغَلْلاقُ بَينَهُمُ سَعيَ خَبْبٍ كاذِبِنْ شِيَمُه,المديد
27888,أَخَذَ الأَزلامَ مُقتَسِمنْ فَأَتى أَغواهُما زُلَمُه,المديد
27889,وَالقَرارُ بَطنُهُ غَدَقُنْ زَيْيَنَت جَلهاتِهِ أَكَمُه,المديد
27890,فَفَعَلنا ذَلِكُم زَمَننْ ثُمْمَ دانى بَينَنا حَكَمُه,المديد
27891,إِن تُعيدوها نُعِد لَكُمُ مِن هِجاءِنْ سائِرِنْ كَلِمُه,المديد
27892,وَقِتالِنْ لا يُغِبْبُكُمُ في جَميعِنْ جَحفَلِنْ لَهِمُه,المديد
27893,رِزْزُهُ قَدْدِم وَهَب وَهَلا ذي زُهاءِنْ جَمْمَةتِنْ بُهَمُه,المديد
27894,يَترُكونَ القاعَ تَحتَهُمُ كَمَراغِنْ ساطِعِنْ قَتَمُه,المديد
27895,لا تَرى إِلْلا أَخا رَجُلِنْ آخِذنْ قِرننْ فَمُلتَزِمُه,المديد
27896,فَالهَبيتُ لا فُؤادَ لَهُ وَالثَبيتُ ثَبتُهُ فَهَمُه,المديد
27897,لِلفَتى عَقلُنْ يَعيشُ بِهِ حَيثُ تَهدي ساقَهُ قَدَمُه,المديد
32876,قَد تَوَلْلى الحَيْيُ فَاِنطَلَقا وَاِستَطارَت نَفسُهُ شِقَقا,المديد
32877,مَن لِعَينِنْ تُمنَحُ الأَرَقا وَلِهَمْمٍ حادِثِنْ طَرَقا,المديد
32878,غادَروا لا دَرْرَ دَرْرَهُمُ حينَ راحوا جُؤذُرنْ خَرِقا,المديد
32879,وَحِلنْ في اللَحمِ مِئزَرُهُ عَبِقنْ بِالطيبِ مُختَلَقا,المديد
32880,قَد تَمَنْنَينا زِيارَتَهُ لَو أَتانا الزَورُ مُنسَرِقا,المديد
32881,لَقَضَينا مِن لُبانَتِهِ إِنْنَما يَشتاقُ مَن عَشِقا,المديد
32882,أَسلَموها في دِمَشقَ كَما أَسلَمَت وَحشِيْيَتُنْ وَهَقا,المديد
32883,لَم تَدَع أُمْمُ البَنينِ لَهُ مَعَهُ مِن عَقلِهِ رَمَقا,المديد
33476,يا لَقَومِنْ عادَني نُكسي مِن عِداتِ البُدْدَنِ الشُمسِ,المديد
33477,لَيتَني أَلقى رُقَيْيَةَ في خَلوَةتِنْ مِن غَيرِ ما يَأسِ,المديد
33478,كَي لِتَقضيني رُقَيْيَةُ ما وَعَدَتني غَيرَ مُختَلَسِ,المديد
33479,حُلوَتُنْ إِذا تُكَلْلِمُها تَمنَعُ الماعونَ بِاللَقَسِ,المديد
33488,حَبْبَذا الدَلالُ وَالغُنُجُ وَالْلَتي في طَرفِها دَعَجُ,المديد
33489,الْلَتي إِن حَدْدَثَت كَذَبَت وَالْلَتي في وَصلِها خُلُجُ,المديد
33490,تِلكَ إِن جادَت بِنائِلِها فَاِبنُ قَيسِنْ قَلبُهُ ثَلِجُ,المديد
33491,وَتَرى في البَيتِ سُنْنَتَها مِثلَ ما في البيعَةِ السُرُجُ,المديد
33492,حَدْدِثوني هَل عَلى رَجُلِنْ عاشِقِنْ في قُبلَةتِنْ حَرَجُ,المديد
33572,إِنْنَ هَذا اللَيلَ قَد غَسَقا وَاِشتَكَيتُ الهَمْمَ وَالأَرَقا,المديد
34380,طالَما اِحلَولى مَعاشي وَطابا طالَما سَحْحَبتُ خَلفي الثِيابا,المديد
34381,طالَما طاوَعتُ جَهلي وَلَهوي طالَما نازَعتُ صَحبي الشَرابا,المديد
34382,طالَما كُنتُ أُحِبْبُ التَصابي فَرَماني سَهمُهُ وَأَصابا,المديد
34383,أَيْيُها الباني قُصورنْ طِوالنْ أَينَ تَبغي هَل تُريدُ السَحابا,المديد
34384,إِنْنَما أَنتَ بِوادي المَنايا إِن رَماكَ المَوتُ فيهِ أَصابا,المديد
34385,أَيْيُها الباني لِهَدمِ اللَيالي إِبنِ ما شِئتَ سَتَلقى خَرابا,المديد
34386,أَأَمِنتَ المَوتَ وَالمَوتُ يَأبى بِكَ وَالأَيْيامُ إِلْلا انقِلابا,المديد
34387,هَل تَرى الدُنيا بِعَينَي بَصيرِنْ إِنْنَما الدُنيا تُحاكي السَرابا,المديد
34388,إِنْنَما الدُنيا كَفَيءِنْ تَوَلْلى أَو كَما عايَنتَ فيهِ الضَبابا,المديد
34389,نارُ هَذا المَوتِ في الناسِ طُرْرنْ كُلْلَ يَومِنْ قَد تَزيدُ التِهابا,المديد
34390,إِنْنَما الدُنيا بَلاءُنْ وَكَدْدٌ وَاكتِئابُنْ قَد يَسوقُ اِكتِئابا,المديد
34391,ما استَطابَ العَيشَ فيها حَليمُنْ لا وَلا دامَ لَهُ ما اِستَطابا,المديد
34392,أَيْيُها المَرءُ الْلَذي قَد أَبى أَن يَهجُرَ اللَهوَ بِها وَالشَبابا,المديد
34393,وَبَنى فيها قُصورنْ وَدورنْ وَبَنى بَعدَ القِبابِ القِبابا,المديد
34394,وَرَأى كُلْلَ قَبيحِنْ جَميلنْ وَأَبى لِلغَيْيِ إِلْلا ارتِكابا,المديد
34395,أَنتَ في دارِنْ تَرى المَوتَ فيها مُستَشيطنْ قَد أَذَلْلَ الرِقابا,المديد
34396,أَبَتِ الدُنيا عَلى كُلْلِ حَيْيٍ آخِرَ الأَيْيامِ إِلْلا ذَهابا,المديد
34397,إِنْنَما تَنفي الحَياةَ المَنايا مِثلَما يَنفي المَشيبُ الشَبابا,المديد
34398,ما أَرى الدُنيا عَلى كُلْلِ حَيْيٍ نالَها إِلْلا أَذ وَعَذابا,المديد
34399,بَينَما الإِنسانُ حَيْيٌ قَويْيٌ إِذ دَعاهُ يَومُهُ فَأَجابا,المديد
34400,غَيرَ أَنْنَ المَوتَ شَيءُنْ جَليلُنْ يَترُكُ الدورَ يَبابنْ خَرابا,المديد
34401,أَيْيُ عَيشِنْ دامَ فيها لِحَيْيٍ أَيْيُ حَيْيٍ ماتَ فيها فَآبا,المديد
34402,أَيْيُ مُلكِنْ كانَ فيها لِقَومِنْ قَبلَنا لَم يُسلَبوهُ استِلابا,المديد
34403,إِنْنَما داعي المَنايا يُنادي إِحمِلوا الزادَ وَشُدْدوا الرِكابا,المديد
34404,جَعَلَ الرَحمَنُ بَينَ المَنايا أَنفُسَ الخَلقِ جَميعنْ نِهابا,المديد
34405,لَيتَ شِعري عَن لِساني أَيَقوى يَومَ عَرضي أَن يَرُدْدَ الجَوابا,المديد
34406,لَيتَ شِعري بِيَمينِيَ أُعطى أَم شِمالي عِندَ ذاكَ الكِتابا,المديد
34407,سامِحِ الناسَ فَإِنْني أَراهُم أَصبَحوا إِلْلا قَليلنْ ذِئابا,المديد
34408,أَفشِ مَعروفَكَ فيهِم وَأَكثِر ثُمْمَ لا تَبغِ عَلَيهِ ثَوابا,المديد
34409,وَسَلِ اللَهَ إِذا خِفتَ فَقرنْ فَهوَ يُعطيكَ العَطايا الرِغابا,المديد
34786,اِقطَعِ الدُنيا بِما اِنقَطَعَت وَاِدفَعِ الدُنيا بِما اِندَفَعَت,المديد
34787,وَاِقبَلِ الدُنيا إِذا سَلِسَت وَاِترُكِ الدُنيا إِذا اِمتَنَعَت,المديد
34788,يَطلُبُ العَيشَ الفَتى عَبَثنْ وَالغِنى في النَفسِ إِن قَنِعَت,المديد
35163,ما أَشَدْدَ المَوتَ جِدْدنْ وَلَكِن ما وَراءَ المَوتِ حَقْقنْ أَشَدْدُ,المديد
35164,كُلْلُ حَيْيٍ ضاقَتِ الأَرضُ عَنهُ سَوفَ يَكفيهِ مِنَ الأَرضِ لَحدُ,المديد
35165,كُلْلُ مَن ماتَ سَها الناسُ عَنهُ لَيسَ بَينَ الحَيْيِ وَالمَوتُ وُدْدُ,المديد
35420,إِنْنَ دارنْ نَحنُ فيها لَدارُ لَيسَ فيها لِمُقيمِنْ قَرارُ,المديد
35421,كَم وَكَم قَد حَلْلَها مِن أُناسِنْ ذَهَبَ اللَيلُ بِهِم وَالنَهارُ,المديد
35422,فَهُمُ الرَكبُ أَصابوا مُناخنْ فَاستَراحوا ساعَتَنْ ثُمْمَ ساروا,المديد
35423,وَهُمُ الأَحبابُ كانوا وَلَكِن قَدُمَ العَهدُ وَشَطْطَ المَزارُ,المديد
35424,عَمِيَت أَخبارُهُم مُذ تَوَلْلَوا لَيتَ شِعري كَيفَ هُم حَيثُ صاروا,المديد
35425,أَبَتِ الأَجداثُ أَلْلا يَزوروا ما ثَوَوا فيها وَأَن لا يُزاروا,المديد
35426,وَلَكَم قَد عَطْطَلوا مِن عِراصِنْ وَدِيارِنْ هِيَ مِنهُم قِفارُ,المديد
1130,ما أَنصَفَ القَومُ ضَبْبَه وَأُمْمَهُ الطُرطُبْبَه,المجتث
1131,رَمَوا بِرَأسِ أَبيهِ وَباكَوا الأُمْمَ غُلبَه,المجتث
1132,فَلا بِمَن ماتَ فَخرُنْ وَلا بِمَن نيكَ رَغبَه,المجتث
1133,وَإِنْنَما قُلتُ ما قُل تُ رَحمَتَنْ لا مَحَبْبَه,المجتث
1134,وَحيلَتَنْ لَكَ حَتْتى عُذِرتَ لَو كُنتَ تيبَه,المجتث
1135,وَما عَلَيكَ مِنَ القَت لِ إِنْنَما هِيَ ضَربَه,المجتث
1136,وَما عَلَيكَ مِنَ الغَد رِ إِنْنَما هُوَ سُبْبَه,المجتث
1137,وَما عَلَيكَ مِنَ العا رِ إِنْنَ أُمْمَكَ قَحبَه,المجتث
1138,وَما يَشُقْقُ عَلى الكَل بِ أَن يَكونَ اِبنَ كَلبَه,المجتث
1139,ما ضَرْرَها مَن أَتاها وَإِنْنَما ضَرْرَ صُلبَه,المجتث
1140,وَلَم يَنِكها وَلَكِن عِجانُها ناكَ زُبْبَه,المجتث
1141,يَلومُ ضَبْبَةَ قَومُنْ وَلا يَلومونَ قَلبَه,المجتث
1142,وَقَلبُهُ يَتَشَهْهى وَيُلزِمُ الجِسمَ ذَنبَه,المجتث
1143,لَو أَبصَرَ الجِذعَ شَيئنْ أَحَبْبَ في الجِذعِ صَلبَه,المجتث
1144,يا أَطيَبَ الناسِ نَفسنْ وَأَليَنَ الناسِ رُكبَه,المجتث
1145,وَأَخبَثَ الناسِ أَصلنْ في أَخبَثِ الأَرضِ تُربَه,المجتث
1146,وَأَرخَصَ الناسِ أُمْمنْ تَبيعُ أَلفنْ بِحَبْبَه,المجتث
1147,كُلْلُ الفُعولِ سِهامُنْ لِمَريَمِنْ وَهيَ جَعبَه,المجتث
1148,وَما عَلى مَن بِهِ الدا ءُ مِن لِقاءِ الأَطِبْبَه,المجتث
1149,وَلَيسَ بَينَ هَلوكِنْ وَحُرْرَةتِنْ غَيرُ خِطبَه,المجتث
1150,يا قاتِلنْ كُلْلَ ضَيفِنْ غَناهُ ضَيحُنْ وَعُلبَه,المجتث
1151,وَخَوفُ كُلْلِ رَفيقِنْ أَباتَكَ اللَيلُ جَنبَه,المجتث
1152,كَذا خُلِقتَ وَمَن ذا ال لَذي يُغالِبُ رَبْبَه,المجتث
1153,وَمَن يُبالي بِذَمْمٍ إِذا تَعَوْوَدَ كَسبَه,المجتث
1154,أَما تَرى الخَيلَ في النَخ لِ سُربَتَنْ بَعدَ سُربَه,المجتث
1155,عَلى نِسائِكَ تَجلو فَعولَها مُنذُ سَنبَه,المجتث
1156,وَهُنْنَ حَولَكَ يَنظُر نَ وَالأُحَيراحُ رَطبَه,المجتث
1157,وَكُلْلُ غُرمولِ بَغلِنْ يَرَينَ يَحسُدنَ قُنبَه,المجتث
1158,فَسَل فُؤادَكَ يا ضَب بَ أَينَ خَلْلَفَ عُجبَه,المجتث
