الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
ابن مالك,الرجز,وما للات في سوى حين ٍ عمل ,  وحذف ذي الرّفع فشاو العكس قل,وما للات في سوى حين ٍ عمل وحذف ذي الرّفع فشاو العكس قل
ابن مالك,الرجز,ككان كاد وعسى لكن ندر ,  غير مضارع ٍ لهذين خبر,ككان كاد وعسى لكن ندر غير مضارع ٍ لهذين خبر
ابن مالك,الرجز,وكونه بدون أن بعد عسى ,  نزر ّ وكاد الأمر فيه عكسا,وكونه بدون أن بعد عسى نزر ّ وكاد الأمر فيه عكسا
ابن مالك,الرجز,وكعسى حرى ولكن جعلا ,  خبرها حتما بأن متصلا,وكعسى حرى ولكن جعلا خبرها حتما بأن متصلا
ابن مالك,الرجز,وألزموا اخلولق أن مثل حرى ,  وبعد أوشك انتفا أن نزرا,وألزموا اخلولق أن مثل حرى وبعد أوشك انتفا أن نزرا
ابن مالك,الرجز,ومثل كاد في الأصحّ كربا ,  وترك أن مع ذي الشروع وجبا,ومثل كاد في الأصحّ كربا وترك أن مع ذي الشروع وجبا
ابن مالك,الرجز,كأنشأ السائق يحدو وطفق ,  كذا جعلت وأخذت وعلق,كأنشأ السائق يحدو وطفق كذا جعلت وأخذت وعلق
ابن مالك,الرجز,واستعملوا مضارعا ً لأوشكا ,  وكاد لا غير وزادوا موشكا,واستعملوا مضارعا ً لأوشكا وكاد لا غير وزادوا موشكا
ابن مالك,الرجز,بعد عسى اخلولق أوشك قد يرد ,  غنى ً بأن يفعل عن ثان ٍ فقد,بعد عسى اخلولق أوشك قد يرد غنى ً بأن يفعل عن ثان ٍ فقد
ابن مالك,الرجز,وجرّدن عسى أو ارفع مضمرا ,  بها إذا اسمّ قبلها قد ذكرا,وجرّدن عسى أو ارفع مضمرا بها إذا اسمّ قبلها قد ذكرا
ابن مالك,الرجز,والفتح والكسر أجز في السين من ,  نحو عسيت وانتفا الفتح زكن,والفتح والكسر أجز في السين من نحو عسيت وانتفا الفتح زكن
ابن مالك,الرجز,لإنّ أنّ ليت لكنّ لعلّ ,  كأنّ عكسّ ما لكان من عمل,لإنّ أنّ ليت لكنّ لعلّ كأنّ عكسّ ما لكان من عمل
ابن مالك,الرجز,كإنّ زيدا ً عالمّ بأنّي ,  كفءّ ولكنّ ابنه ذو ضعن,كإنّ زيدا ً عالمّ بأنّي كفءّ ولكنّ ابنه ذو ضعن
ابن مالك,الرجز,وراع ذا الترتيب إلا في الذي ,  كليت فيها أو هنا غير البذي,وراع ذا الترتيب إلا في الذي كليت فيها أو هنا غير البذي
ابن مالك,الرجز,وهمز إنّ افتح لسدّ مصدر ,  مسدّها وفي سوى ذاك اكسر,وهمز إنّ افتح لسدّ مصدر مسدّها وفي سوى ذاك اكسر
ابن مالك,الرجز,فاكسر في الابتدا وفي بدء صله ,  وحيث إنّ ليمين ٍ مكمله,فاكسر في الابتدا وفي بدء صله وحيث إنّ ليمين ٍ مكمله
ابن مالك,الرجز,أو حيكت بالقول أو حلّت محلّ ,  حال ٍ كزرته وإنّي ذو أمل,أو حيكت بالقول أو حلّت محلّ حال ٍ كزرته وإنّي ذو أمل
ابن مالك,الرجز,وكسروا من بعد فعل ٍ علّقا ,  باللام كاعلم إنّه لذو تقى,وكسروا من بعد فعل ٍ علّقا باللام كاعلم إنّه لذو تقى
ابن مالك,الرجز,بعد إذا فجاءةٍ أو قسم ,  لا لام بعده بوجهين نمي,بعد إذا فجاءةٍ أو قسم لا لام بعده بوجهين نمي
ابن مالك,الرجز,مع تلوفا الجزا وذا يطّرد ,  في نحو خير القول إنّي أحمد,مع تلوفا الجزا وذا يطّرد في نحو خير القول إنّي أحمد
ابن مالك,الرجز,وبعد ذات الكسر تصحب الخبر ,  لام ابتداءٍ نحو إنّي لوزر,وبعد ذات الكسر تصحب الخبر لام ابتداءٍ نحو إنّي لوزر
ابن مالك,الرجز,ولا يلي ذي اللام ما قد نفيا ,  ولا من الأفعال ما كرضيا,ولا يلي ذي اللام ما قد نفيا ولا من الأفعال ما كرضيا
ابن مالك,الرجز,وقد يليها مع قد كإنّ ذا ,  لقد سما على العدا مستحوذا,وقد يليها مع قد كإنّ ذا لقد سما على العدا مستحوذا
ابن مالك,الرجز,وتصحب الواسط معمول الخبر ,  والفصل واسما ً حلّ قبله الخبر,وتصحب الواسط معمول الخبر والفصل واسما ً حلّ قبله الخبر
ابن مالك,الرجز,ووصل ما بذي الحروف مبطل ,  إعمالها وقد يبقى العمل,ووصل ما بذي الحروف مبطل إعمالها وقد يبقى العمل
ابن مالك,الرجز,وجائزّ رفعك معطوفا على ,  منصوب إنّ بعد أن تستكملا,وجائزّ رفعك معطوفا على منصوب إنّ بعد أن تستكملا
ابن مالك,الرجز,وألحقت بإنّ لكنّ وأن ,  من دون ليت ولعلّ وكأنّ,وألحقت بإنّ لكنّ وأن من دون ليت ولعلّ وكأنّ
ابن مالك,الرجز,وخفّفت إنّ فقلّ العمل ,  وتلزم اللام إذا ما تمهل,وخفّفت إنّ فقلّ العمل وتلزم اللام إذا ما تمهل
ابن مالك,الرجز,وربّما استغني عنها إن بدا ,  ما ناطقّ أراده معتمدا,وربّما استغني عنها إن بدا ما ناطقّ أراده معتمدا
ابن مالك,الرجز,والفعل إن لم يك ناسخا فلا ,  تلفيه غالبا ً بإن ذي موصلا,والفعل إن لم يك ناسخا فلا تلفيه غالبا ً بإن ذي موصلا
ابن مالك,الرجز,وإن تخفف أنّ فاسمها استكن ,  والخبر اجعل جملة ً من بعد أنّ,وإن تخفف أنّ فاسمها استكن والخبر اجعل جملة ً من بعد أنّ
ابن مالك,الرجز,وإن لم يكن فعلا ً ولم يكن دعا ,  ولم يكن تصريفه ممتنعا,وإن لم يكن فعلا ً ولم يكن دعا ولم يكن تصريفه ممتنعا
ابن مالك,الرجز,فالأحسن الفصل بقد أو نفي أو ,  تنفيس ٍ أو ولو قليل ّ ذكر لو,فالأحسن الفصل بقد أو نفي أو تنفيس ٍ أو ولو قليل ّ ذكر لو
ابن مالك,الرجز,وخفّفت كأنّ أيضا فنوي ,  منصوبها وثابتا ً أيضا روي,وخفّفت كأنّ أيضا فنوي منصوبها وثابتا ً أيضا روي
ابن مالك,الرجز,عمل إنّ اجعل للا في نكره ,  مفردة ً جاءتك أو مكرّرة,عمل إنّ اجعل للا في نكره مفردة ً جاءتك أو مكرّرة
ابن مالك,الرجز,فانصب بها مضافا أو مضارعه ,  بعد ذاك الخبر اذكر رافعه,فانصب بها مضافا أو مضارعه بعد ذاك الخبر اذكر رافعه
ابن مالك,الرجز,ووكّب المفرد فاتحا ً كلا ,  حول ولا قوّة والثان اجعلا,ووكّب المفرد فاتحا ً كلا حول ولا قوّة والثان اجعلا
ابن مالك,الرجز,مرفوعا ً أو منصوبا ً أو مركبا ً ,  وإن رفعت أوّلا ً لا تنصبا,مرفوعا ً أو منصوبا ً أو مركبا ً وإن رفعت أوّلا ً لا تنصبا
ابن مالك,الرجز,ومفردا ً نعتا ً  لمبنيّ يلي ,  فافتح أو انصبن أو ارفع تعدل,ومفردا ً نعتا ً لمبنيّ يلي فافتح أو انصبن أو ارفع تعدل
ابن مالك,الرجز,وغير ما يلي وغير المفرد ,  لا تبن وانصبه أو الرّفع اقصد,وغير ما يلي وغير المفرد لا تبن وانصبه أو الرّفع اقصد
ابن مالك,الرجز,والعطف إن لم تتكرّر لا احكما ,  له بما للنّعت ذي الفصل انتمى,والعطف إن لم تتكرّر لا احكما له بما للنّعت ذي الفصل انتمى
ابن مالك,الرجز,وأعط لا مع همزة استفهام ,  ما تستحق دون الاستفهام,وأعط لا مع همزة استفهام ما تستحق دون الاستفهام
ابن مالك,الرجز,وشاع في ذا الباب إسقاط الخبر ,  إذا المراد مع سقوطه ظهر,وشاع في ذا الباب إسقاط الخبر إذا المراد مع سقوطه ظهر
ابن مالك,الرجز,انصب بفعل القلب جزأي ابتدا ,  أعني رأى خال علمت وجدا,انصب بفعل القلب جزأي ابتدا أعني رأى خال علمت وجدا
ابن مالك,الرجز,ظنّ حسبت وزعمت مع عدّ ,  حجا درى وجعل الذ كاعتقد,ظنّ حسبت وزعمت مع عدّ حجا درى وجعل الذ كاعتقد
ابن مالك,الرجز,وهب تعلّم والتي كصّيرا ,  أيضا بها انصب مبتدأ ً وخبرا,وهب تعلّم والتي كصّيرا أيضا بها انصب مبتدأ ً وخبرا
ابن مالك,الرجز,وخصّ بالتعليق والإلغاء ما ,  من قبل هب والأمر هب قد ألزما,وخصّ بالتعليق والإلغاء ما من قبل هب والأمر هب قد ألزما
ابن مالك,الرجز,كذا تعلّم ولغير الماض من ,  سواهما اجعل كلّ ماله زكن,كذا تعلّم ولغير الماض من سواهما اجعل كلّ ماله زكن
ابن مالك,الرجز,وجوّز الإلغاء لا في الابتدا ,  وانو ضمير الشان أولام ابتدا,وجوّز الإلغاء لا في الابتدا وانو ضمير الشان أولام ابتدا
ابن مالك,الرجز,في موهم إلغاء ما تقدّما ,  والتزم التعليق قبل نفي ما,في موهم إلغاء ما تقدّما والتزم التعليق قبل نفي ما
ابن مالك,الرجز,وإن ولا لام ابتداء ٍ أو قسم ,  كذا والاستفهام ذا له انحتم,وإن ولا لام ابتداء ٍ أو قسم كذا والاستفهام ذا له انحتم
ابن مالك,الرجز,ليعلم عرفان وظنّ ٍ تهمه ,  تعدية ّ لواحد ٍ ملتزمه,ليعلم عرفان وظنّ ٍ تهمه تعدية ّ لواحد ٍ ملتزمه
ابن مالك,الرجز,ولرأى الرؤيا انم ما لعلمنا ,  طالب مفعولين من قبل انتمى,ولرأى الرؤيا انم ما لعلمنا طالب مفعولين من قبل انتمى
ابن مالك,الرجز,ولا تجز هنا بلا دليل ٍ ,  سقوط مفعولين أو مفعول,ولا تجز هنا بلا دليل ٍ سقوط مفعولين أو مفعول
ابن مالك,الرجز,وكتظنّ اجعل تقول إن ولي ,  مستفهما ً به ولم ينفصل,وكتظنّ اجعل تقول إن ولي مستفهما ً به ولم ينفصل
ابن مالك,الرجز, بغير ظرف ٍ أو كظرف ٍ أو عمل ,  وإن ببعض ذي فصلت يحتمل, بغير ظرف ٍ أو كظرف ٍ أو عمل وإن ببعض ذي فصلت يحتمل
ابن مالك,الرجز,وأجري القول كظنّ ٍ مطلقا ,  عند سليم ٍ نحو قل ذا مشفقا,وأجري القول كظنّ ٍ مطلقا عند سليم ٍ نحو قل ذا مشفقا
ابن مالك,الرجز,الى ثلاثة ٍ رأى وعلما ,  عدوّا إذا صار أرى وأعلما,الى ثلاثة ٍ رأى وعلما عدوّا إذا صار أرى وأعلما
ابن مالك,الرجز,وما لمفعولي علمت مطلقا ,  للثان والثالث أيضا حققا,وما لمفعولي علمت مطلقا للثان والثالث أيضا حققا
ابن مالك,الرجز,وإن تعديّا لواحد ٍ بلا ,  همز فلا ثنين به توصّلا,وإن تعديّا لواحد ٍ بلا همز فلا ثنين به توصّلا
