الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
الإمام القحطاني الأندلسي,الكامل,اللهُ قَدْ عَلِمَ السَّعَادَةَ وَالشَّقَا , وَهُمَا وَمَنْزِلَتَاهُمَا ضِدَّانِ,اللهُ قَدْ عَلِمَ السَّعَادَةَ وَالشَّقَا وَهُمَا وَمَنْزِلَتَاهُمَا ضِدَّانِ
الإمام القحطاني الأندلسي,الكامل,لاَ يَمْلِكُ الْعَبْدُ الضَّعِيفُ لِنَفْسِهِ , رُشْدًا وَلاَ يَقْدِرْ عَلَى خِذْلاَنِ,لاَ يَمْلِكُ الْعَبْدُ الضَّعِيفُ لِنَفْسِهِ رُشْدًا وَلاَ يَقْدِرْ عَلَى خِذْلاَنِ
الإمام القحطاني الأندلسي,الكامل,سُبْحَانَ مَنْ يُجْرِي الأُمُورَ بِحِكْمَةٍ , في الْخَلْقِ بِالأَرْزَاقِ وَالْحِرْمَانِ,سُبْحَانَ مَنْ يُجْرِي الأُمُورَ بِحِكْمَةٍ في الْخَلْقِ بِالأَرْزَاقِ وَالْحِرْمَانِ
الإمام القحطاني الأندلسي,الكامل,نَفَذَتْ مَشِيئَتُهُ بِسَابِقِ عِلْمِهِ , في خَلْقِهِ عَدْلاً بِلاَ عُدْوَانِ ,نَفَذَتْ مَشِيئَتُهُ بِسَابِقِ عِلْمِهِ في خَلْقِهِ عَدْلاً بِلاَ عُدْوَانِ 
الإمام القحطاني الأندلسي,الكامل,وَالْكُلُّ في أُمِّ الْكِتَابِ مُسَطَّرٌ , مِنْ غَيْرِ إِغْفَالٍ وَلاَ نُقْصَانِ,وَالْكُلُّ في أُمِّ الْكِتَابِ مُسَطَّرٌ مِنْ غَيْرِ إِغْفَالٍ وَلاَ نُقْصَانِ
الإمام القحطاني الأندلسي,الكامل,فَاقْصِدْ هُدِيتَ وَلاَ تَكُنْ مُتَغَالِيًا , إِنَّ الْقُدُورَ تَفُورُ بِالْغَلَيَانِ,فَاقْصِدْ هُدِيتَ وَلاَ تَكُنْ مُتَغَالِيًا إِنَّ الْقُدُورَ تَفُورُ بِالْغَلَيَانِ
الإمام القحطاني الأندلسي,الكامل,دِنْ بِالشَّرِيعَةِ وَالْكِتَابِ كِلَيْهِمَا , فَكِلاَهُمَا لِلدِّينِ وَاسِطَتَانِ,دِنْ بِالشَّرِيعَةِ وَالْكِتَابِ كِلَيْهِمَا فَكِلاَهُمَا لِلدِّينِ وَاسِطَتَانِ
الإمام القحطاني الأندلسي,الكامل,وَكَذَا الشَّرِيعَةُ وَالْكِتَابُ كِلاَهُمَا , بِجَمِيعِ مَا تَأْتِيهِ مُحْتَفِظَانِ,وَكَذَا الشَّرِيعَةُ وَالْكِتَابُ كِلاَهُمَا بِجَمِيعِ مَا تَأْتِيهِ مُحْتَفِظَانِ
الإمام القحطاني الأندلسي,الكامل,وَلِكُلِّ عَبْدٍ حَافِظَانِ لِكُلِّ مَا , يَقَعُ الْجَزَاءُ عَلَيْهِ مَخْلُوقَانِ,وَلِكُلِّ عَبْدٍ حَافِظَانِ لِكُلِّ مَا يَقَعُ الْجَزَاءُ عَلَيْهِ مَخْلُوقَانِ
الإمام القحطاني الأندلسي,الكامل,أُمِرَا بِكَتْبِ كَلاَمِهِ وَفِعَالِهِ , وَهُمَا لأَمْرِ اللهِ مُؤْتَمِرَانِ,أُمِرَا بِكَتْبِ كَلاَمِهِ وَفِعَالِهِ وَهُمَا لأَمْرِ اللهِ مُؤْتَمِرَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ صِدْقٌ وَعْدُهُ وَوَعِيدُهُ , مِمَّا يُعَايِنُ شَخْصَهُ الْعَيْنَانِ,وَاللهُ صِدْقٌ وَعْدُهُ وَوَعِيدُهُ مِمَّا يُعَايِنُ شَخْصَهُ الْعَيْنَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ أَكْبَرُ أَنْ تُحَدَّ صِفَاتُهُ , أَوْ أَنْ يُقَاسَ بِجُمْلَةِ الأَعْيَانِ,وَاللهُ أَكْبَرُ أَنْ تُحَدَّ صِفَاتُهُ أَوْ أَنْ يُقَاسَ بِجُمْلَةِ الأَعْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَحَيَاتُنَا في الْقَبْرِ بَعْدَ مَمَاتِنَا , حَقٌّ وَيَسْأَلُنَا بِهِ الْمَلَكَانِ,وَحَيَاتُنَا في الْقَبْرِ بَعْدَ مَمَاتِنَا حَقٌّ وَيَسْأَلُنَا بِهِ الْمَلَكَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْقَبْرُ صَحَّ نَعِيمُهُ وَعَذَابُهُ , وَكِلاَهُمَا لِلنَّاسِ مُدَّخَرَانِ,وَالْقَبْرُ صَحَّ نَعِيمُهُ وَعَذَابُهُ وَكِلاَهُمَا لِلنَّاسِ مُدَّخَرَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْبَعْثُ بَعْدَ الْمَوْتِ وَعْدٌ صَادِقٌ , بِإِعَادَةِ الأَرْوَاحِ في الأَبْدَانِ,وَالْبَعْثُ بَعْدَ الْمَوْتِ وَعْدٌ صَادِقٌ بِإِعَادَةِ الأَرْوَاحِ في الأَبْدَانِ
الإمام القحطاني الأندلسي,الكامل,وَصِرَاطُنَا حَقٌّ وَحَوْضُ نَبِيِّنَا , صِدْقٌ لَهُ عَدَدُ النُّجُومِ أَوَانِي,وَصِرَاطُنَا حَقٌّ وَحَوْضُ نَبِيِّنَا صِدْقٌ لَهُ عَدَدُ النُّجُومِ أَوَانِي
الإمام القحطاني الأندلسي,الكامل,يُسْقَى بِهَا السُّنِّيُّ أَعْذَبَ شَرْبَةٍ , وَيُذَادُ كُلُّ مُخَالِفٍ فَتَّانِ,يُسْقَى بِهَا السُّنِّيُّ أَعْذَبَ شَرْبَةٍ وَيُذَادُ كُلُّ مُخَالِفٍ فَتَّانِ
الإمام القحطاني الأندلسي,الكامل,وَكَذَلِكَ الأَعْمَالُ يَوْمَئِذٍ تُرَى , مَوْضُوعَةً في كَِفَّةِ الْمِيزَانِ,وَكَذَلِكَ الأَعْمَالُ يَوْمَئِذٍ تُرَى مَوْضُوعَةً في كَِفَّةِ الْمِيزَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْكُتْبُ يَوْمَئِذٍ تَطَايَرُ في الْوَرَى , بِشَمَائِلِ الأَيْدِي وَبِالأَيْمَانِ,وَالْكُتْبُ يَوْمَئِذٍ تَطَايَرُ في الْوَرَى بِشَمَائِلِ الأَيْدِي وَبِالأَيْمَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ يَوْمَئِذٍ يَجِيءُ لِعَرْضِنَا , مَعَ أَنَّهُ في كُلِّ وَقْتٍ دَانِ,وَاللهُ يَوْمَئِذٍ يَجِيءُ لِعَرْضِنَا مَعَ أَنَّهُ في كُلِّ وَقْتٍ دَانِ
الإمام القحطاني الأندلسي,الكامل,وَالأَشْعَرِيُّ يَقُولُ يَأْتِي أَمْرُهُ , وَيَعِيبُ وَصْفَ اللهِ بِالإِتْيَانِ,وَالأَشْعَرِيُّ يَقُولُ يَأْتِي أَمْرُهُ وَيَعِيبُ وَصْفَ اللهِ بِالإِتْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ في الْقُرْآنِ أَخْبَرَ أَنَّهُ , يَأْتِي بِغَيْرِ تَنَقُّلٍ وَتَدَانِ,وَاللهُ في الْقُرْآنِ أَخْبَرَ أَنَّهُ يَأْتِي بِغَيْرِ تَنَقُّلٍ وَتَدَانِ
الإمام القحطاني الأندلسي,الكامل,وَعَلَيْهِ عَرْضُ الْخَلْقِ يَوْمَ مَعَادِهِمْ , لِلْحُكْمِ كَيْ يَتَنَاصَفَ الْخَصْمَانِ,وَعَلَيْهِ عَرْضُ الْخَلْقِ يَوْمَ مَعَادِهِمْ لِلْحُكْمِ كَيْ يَتَنَاصَفَ الْخَصْمَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ يَوْمَئِذٍ نَرَاهُ كَمَا نَرَى , قَمَرًا بَدَا لِلسِّتِّ بَعْدَ ثَمَانِ,وَاللهُ يَوْمَئِذٍ نَرَاهُ كَمَا نَرَى قَمَرًا بَدَا لِلسِّتِّ بَعْدَ ثَمَانِ
الإمام القحطاني الأندلسي,الكامل,يَوْمُ الْقِيَامَةِ لَوْ عَلِمْتَ بِهَوْلِهِ , لَفَرَرْتَ مِنْ أَهْلٍ وَمِنْ أَوْطَانِ,يَوْمُ الْقِيَامَةِ لَوْ عَلِمْتَ بِهَوْلِهِ لَفَرَرْتَ مِنْ أَهْلٍ وَمِنْ أَوْطَانِ
الإمام القحطاني الأندلسي,الكامل,يَوْمٌ تَشَقَّقَتِ السَّمَاءُ لِهَوْلِهِ , وَتَشِيبُ فِيهِ مَفَارِقُ الْوِلْدَانِ,يَوْمٌ تَشَقَّقَتِ السَّمَاءُ لِهَوْلِهِ وَتَشِيبُ فِيهِ مَفَارِقُ الْوِلْدَانِ
الإمام القحطاني الأندلسي,الكامل,يَوْمٌ عَبُوسٌ قَمْطَرِيرٌ شَرُّهُ , في الْخَلْقِ مُنْتَشِرٌ عَظِيمُ الشَّانِ,يَوْمٌ عَبُوسٌ قَمْطَرِيرٌ شَرُّهُ في الْخَلْقِ مُنْتَشِرٌ عَظِيمُ الشَّانِ
الإمام القحطاني الأندلسي,الكامل,وَالْجَنَّةُ الْعُلْيَا وَنَارُ جَهَنَّمٍ , دَارَانِ لِلْخَصْمَيْنِ دَائِمَتَانِ,وَالْجَنَّةُ الْعُلْيَا وَنَارُ جَهَنَّمٍ دَارَانِ لِلْخَصْمَيْنِ دَائِمَتَانِ
الإمام القحطاني الأندلسي,الكامل,يَوْمٌ يَجِيءُ الْمُتَّقُونَ لِرَبِّهِمْ , وَفْدًا عَلَى نُجُبٍ مِنَ الْعِقْيَانِ,يَوْمٌ يَجِيءُ الْمُتَّقُونَ لِرَبِّهِمْ وَفْدًا عَلَى نُجُبٍ مِنَ الْعِقْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَيَجِيءُ فِيهِ الْمُجْرِمُونَ إِلَى لَظَى , يَتَلَمَّظُونَ تَلَمُّظَ الْعَطْشَانِ,وَيَجِيءُ فِيهِ الْمُجْرِمُونَ إِلَى لَظَى يَتَلَمَّظُونَ تَلَمُّظَ الْعَطْشَانِ
الإمام القحطاني الأندلسي,الكامل,وَدُخُولُ بَعْضِ الْمُسْلِمِينَ جَهَنَّمٍ , بِكَبَائِرِ الآثَامِ وَالطُّغْيَانِ,وَدُخُولُ بَعْضِ الْمُسْلِمِينَ جَهَنَّمٍ بِكَبَائِرِ الآثَامِ وَالطُّغْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ يَرْحَمُهُمْ بِصِحَّةِ عَقْدِهِمْ , وَيُبَدَّلُوا مِنْ خَوْفِهِمْ بِأَمَانِ,وَاللهُ يَرْحَمُهُمْ بِصِحَّةِ عَقْدِهِمْ وَيُبَدَّلُوا مِنْ خَوْفِهِمْ بِأَمَانِ
الإمام القحطاني الأندلسي,الكامل,وَشَفِيعُهُمْ عِنْدَ الْخُرُوجِ مُحَمَّدٌ , وَطُهُورُهُمْ في شَاطِئِ الْحَيَوَانِ,وَشَفِيعُهُمْ عِنْدَ الْخُرُوجِ مُحَمَّدٌ وَطُهُورُهُمْ في شَاطِئِ الْحَيَوَانِ
الإمام القحطاني الأندلسي,الكامل,حَتَّى إِذَا طَهُرُوا هُنَالِكَ أُدْخِلُوا , جَنَّاتِ عَدْنٍ وَهْيَ خَيْرُ جِنَانِ,حَتَّى إِذَا طَهُرُوا هُنَالِكَ أُدْخِلُوا جَنَّاتِ عَدْنٍ وَهْيَ خَيْرُ جِنَانِ
الإمام القحطاني الأندلسي,الكامل,فَاللهُ يَجْمَعُنَا وَإِيَّاهُمْ بِهَا , مِنْ غَيْرِ تَعْذِيبٍ وَغَيْرِ هَوَانِ,فَاللهُ يَجْمَعُنَا وَإِيَّاهُمْ بِهَا مِنْ غَيْرِ تَعْذِيبٍ وَغَيْرِ هَوَانِ
الإمام القحطاني الأندلسي,الكامل,وَإِذَا دُعِيتَ إِلَى أَدَاءِ فَرِيضَةٍ , فَانْشَطْ وَلاَ تَكُ في الإِجَابَةِ وَانِي,وَإِذَا دُعِيتَ إِلَى أَدَاءِ فَرِيضَةٍ فَانْشَطْ وَلاَ تَكُ في الإِجَابَةِ وَانِي
الإمام القحطاني الأندلسي,الكامل,قُمْ بِالصَّلاَةِ الْخَمْسِ وَاعْرِفْ قَدْرَهَا , فَلَهُنَّ عِنْدَ اللهِ أَعْظَمُ شَانِ,قُمْ بِالصَّلاَةِ الْخَمْسِ وَاعْرِفْ قَدْرَهَا فَلَهُنَّ عِنْدَ اللهِ أَعْظَمُ شَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَمْنَعَنَّ زَكَاةَ مَالِكَ ظَالِمًا , فَصَلاَتُنَا وَزَكَاتُنَا أُخْتَانِ,لاَ تَمْنَعَنَّ زَكَاةَ مَالِكَ ظَالِمًا فَصَلاَتُنَا وَزَكَاتُنَا أُخْتَانِ
الإمام القحطاني الأندلسي,الكامل,وَالوَِتْرُ بَعْدَ الْفَرْضِ آكَدُ سُنَّةٍ , وَالْجُمْعَةُ الزَّهْرَاءِ وَالْعِيدَانِ,وَالوَِتْرُ بَعْدَ الْفَرْضِ آكَدُ سُنَّةٍ وَالْجُمْعَةُ الزَّهْرَاءِ وَالْعِيدَانِ
الإمام القحطاني الأندلسي,الكامل,مَعَ كُلِّ بَرٍّ صَلِّهَا أَوْ فَاجِرٍ , مَا لَمْ يَكُنْ في دِينِهِ بِمُشَانِ,مَعَ كُلِّ بَرٍّ صَلِّهَا أَوْ فَاجِرٍ مَا لَمْ يَكُنْ في دِينِهِ بِمُشَانِ
الإمام القحطاني الأندلسي,الكامل,وَصِيَامُنَا رَمَضَانَ فَرْضٌ وَاجِبٌ , وَقِيَامُنَا الْمَسْنُونُ في رَمَضَانِ,وَصِيَامُنَا رَمَضَانَ فَرْضٌ وَاجِبٌ وَقِيَامُنَا الْمَسْنُونُ في رَمَضَانِ
الإمام القحطاني الأندلسي,الكامل,صَلَّى النَّبِيُّ بِهِ ثَلاَثًا رَغْبَةً , وَرَوَى الْجَمَاعَةُ أَنَّهَا ثِنْتَانِ,صَلَّى النَّبِيُّ بِهِ ثَلاَثًا رَغْبَةً وَرَوَى الْجَمَاعَةُ أَنَّهَا ثِنْتَانِ
الإمام القحطاني الأندلسي,الكامل,إِنَّ التَّرَاوِحَ رَاحَةٌ في لَيْلِهِ , وَنَشَاطُ كُلِّ عُوَيْجِزٍ كَسْلاَنِ,إِنَّ التَّرَاوِحَ رَاحَةٌ في لَيْلِهِ وَنَشَاطُ كُلِّ عُوَيْجِزٍ كَسْلاَنِ
الإمام القحطاني الأندلسي,الكامل,وَاللهِ مَا جَعَلَ التَّرَاوِحَ مُنْكَرًا , إِلاَّ الْمَجُوسُ وَشِيعَةُ الصُّلْبَانِ,وَاللهِ مَا جَعَلَ التَّرَاوِحَ مُنْكَرًا إِلاَّ الْمَجُوسُ وَشِيعَةُ الصُّلْبَانِ
